date,store_id,product_id,units_sold,unit_price,promotion_discount,sales_revenue,high_demand_flag
2025-03-27,S01,P0080,28,9.07,0.0,253.96,0
2025-03-28,S01,P0080,20,9.07,0.0,181.4,0
2025-03-29,S01,P0080,21,9.07,0.0,190.47,0
2025-03-30,S01,P0080,24,9.07,0.0,217.68,0
2025-03-31,S01,P0080,29,9.07,0.0,263.03,0
2025-04-01,S01,P0080,22,9.07,0.0,199.54,0
2025-04-02,S01,P0080,31,9.07,0.0,281.17,0
2025-04-03,S01,P0080,22,9.07,0.0,199.54,0
2025-04-04,S01,P0080,25,9.07,0.0,226.75,0
2025-04-05,S01,P0080,18,9.07,0.0,163.26,0
2025-04-06,S01,P0080,27,9.07,0.0,244.89,0
2025-04-07,S01,P0080,18,9.07,0.0,163.26,0
2025-04-08,S01,P0080,22,9.07,0.0,199.54,0
2025-04-09,S01,P0080,22,9.07,0.0,199.54,0
2025-04-10,S01,P0080,20,9.07,0.0,181.4,0
2025-04-11,S01,P0080,27,9.07,0.0,244.89,0
2025-04-12,S01,P0080,41,9.07,0.0,371.87,1
2025-04-13,S01,P0080,20,9.07,0.0,181.4,0
2025-04-14,S01,P0080,21,9.07,0.0,190.47,0
2025-04-15,S01,P0080,31,9.07,0.0,281.17,0
2025-04-16,S01,P0080,22,9.07,0.0,199.54,0
2025-04-17,S01,P0080,27,9.07,0.0,244.89,0
2025-04-18,S01,P0080,20,9.07,0.0,181.4,0
2025-04-19,S01,P0080,19,9.07,0.0,172.33,0
2025-04-20,S01,P0080,25,9.07,0.0,226.75,0
2025-04-21,S01,P0080,27,9.07,0.0,244.89,0
2025-04-22,S01,P0080,28,9.07,0.0,253.96,0
2025-04-23,S01,P0080,20,9.07,0.0,181.4,0
2025-04-24,S01,P0080,17,9.07,0.0,154.19,0
2025-04-25,S01,P0080,19,9.07,0.0,172.33,0
2025-04-26,S01,P0080,27,9.07,0.0,244.89,0
2025-04-27,S01,P0080,32,9.07,0.0,290.24,0
2025-04-28,S01,P0080,21,9.07,0.0,190.47,0
2025-04-29,S01,P0080,19,9.07,0.0,172.33,0
2025-04-30,S01,P0080,29,9.07,0.0,263.03,0
2025-05-01,S01,P0080,21,9.07,0.0,190.47,0
2025-05-02,S01,P0080,19,9.07,0.0,172.33,0
2025-05-03,S01,P0080,24,9.07,0.0,217.68,0
2025-05-04,S01,P0080,21,9.07,0.0,190.47,0
2025-05-05,S01,P0080,23,9.07,0.0,208.61,0
2025-05-06,S01,P0080,17,9.07,0.0,154.19,0
2025-05-07,S01,P0080,25,9.07,0.0,226.75,0
2025-05-08,S01,P0080,23,9.07,0.0,208.61,0
2025-05-09,S01,P0080,27,9.07,0.0,244.89,0
2025-05-10,S01,P0080,22,9.07,0.0,199.54,0
2025-05-11,S01,P0080,31,9.07,0.0,281.17,0
2025-05-12,S01,P0080,25,9.07,0.0,226.75,0
2025-05-13,S01,P0080,24,9.07,0.0,217.68,0
2025-05-14,S01,P0080,19,9.07,0.0,172.33,0
2025-05-15,S01,P0080,22,9.07,0.0,199.54,0
2025-05-16,S01,P0080,20,9.07,0.0,181.4,0
2025-05-17,S01,P0080,19,9.07,0.0,172.33,0
2025-05-18,S01,P0080,23,9.07,0.0,208.61,0
2025-05-19,S01,P0080,19,9.07,0.0,172.33,0
2025-05-20,S01,P0080,14,9.07,0.0,126.98,0
2025-05-21,S01,P0080,23,9.07,0.0,208.61,0
2025-05-22,S01,P0080,14,9.07,0.0,126.98,0
2025-05-23,S01,P0080,24,9.07,0.0,217.68,0
2025-05-24,S01,P0080,26,9.07,0.0,235.82,0
2025-05-25,S01,P0080,20,9.07,0.0,181.4,0
2025-05-26,S01,P0080,19,9.07,0.0,172.33,0
2025-05-27,S01,P0080,27,9.07,0.0,244.89,0
2025-05-28,S01,P0080,18,9.07,0.0,163.26,0
2025-05-29,S01,P0080,22,9.07,0.0,199.54,0
2025-05-30,S01,P0080,28,9.07,0.0,253.96,0
2025-05-31,S01,P0080,23,9.07,0.0,208.61,0
2025-06-01,S01,P0080,30,9.07,0.0,272.1,0
2025-06-02,S01,P0080,17,9.07,0.0,154.19,0
2025-06-03,S01,P0080,20,9.07,0.0,181.4,0
2025-06-04,S01,P0080,17,9.07,0.0,154.19,0
2025-06-05,S01,P0080,26,9.07,0.0,235.82,0
2025-06-06,S01,P0080,19,9.07,0.0,172.33,0
2025-06-07,S01,P0080,24,9.07,0.0,217.68,0
2025-06-08,S01,P0080,33,9.07,0.0,299.31,0
2025-06-09,S01,P0080,23,9.07,0.0,208.61,0
2025-06-10,S01,P0080,17,9.07,0.0,154.19,0
2025-06-11,S01,P0080,21,9.07,0.0,190.47,0
2025-06-12,S01,P0080,21,9.07,0.0,190.47,0
2025-06-13,S01,P0080,20,9.07,0.0,181.4,0
2025-06-14,S01,P0080,16,9.07,0.0,145.12,0
2025-06-15,S01,P0080,21,9.07,0.0,190.47,0
2025-06-16,S01,P0080,21,9.07,0.0,190.47,0
2025-06-17,S01,P0080,18,9.07,0.0,163.26,0
2025-06-18,S01,P0080,14,9.07,0.0,126.98,0
2025-06-19,S01,P0080,17,9.07,0.0,154.19,0
2025-06-20,S01,P0080,18,9.07,0.0,163.26,0
2025-06-21,S01,P0080,25,9.07,0.0,226.75,0
2025-06-22,S01,P0080,30,9.07,0.0,272.1,0
2025-06-23,S01,P0080,26,9.07,0.0,235.82,0
2025-06-24,S01,P0080,20,9.07,0.0,181.4,0
2025-06-25,S01,P0080,18,9.07,0.0,163.26,0
2025-06-26,S01,P0080,14,9.07,0.0,126.98,0
2025-06-27,S01,P0080,18,9.07,0.0,163.26,0
2025-06-28,S01,P0080,19,9.07,0.0,172.33,0
2025-06-29,S01,P0080,18,9.07,0.0,163.26,0
2025-06-30,S01,P0080,28,9.07,0.0,253.96,1
2025-07-01,S01,P0080,21,9.07,0.0,190.47,0
2025-07-02,S01,P0080,23,9.07,0.0,208.61,0
2025-07-03,S01,P0080,14,9.07,0.0,126.98,0
2025-07-04,S01,P0080,24,9.07,0.0,217.68,0
2025-07-05,S01,P0080,30,9.07,0.0,272.1,0
2025-07-06,S01,P0080,26,9.07,0.0,235.82,0
2025-07-07,S01,P0080,17,9.07,0.0,154.19,0
2025-07-08,S01,P0080,18,9.07,0.0,163.26,0
2025-07-09,S01,P0080,27,9.07,0.0,244.89,0
2025-07-10,S01,P0080,21,9.07,0.0,190.47,0
2025-07-11,S01,P0080,19,9.07,0.0,172.33,0
2025-07-12,S01,P0080,22,9.07,0.0,199.54,0
2025-07-13,S01,P0080,31,9.07,0.0,281.17,0
2025-07-14,S01,P0080,16,9.07,0.0,145.12,0
2025-07-15,S01,P0080,20,9.07,0.0,181.4,0
2025-07-16,S01,P0080,24,9.07,0.0,217.68,0
2025-07-17,S01,P0080,13,9.07,0.0,117.91,0
2025-07-18,S01,P0080,21,9.07,0.0,190.47,0
2025-07-19,S01,P0080,18,9.07,0.0,163.26,0
2025-07-20,S01,P0080,29,9.07,0.0,263.03,0
2025-07-21,S01,P0080,21,9.07,0.0,190.47,0
2025-07-22,S01,P0080,19,9.07,0.0,172.33,0
2025-07-23,S01,P0080,23,9.07,0.0,208.61,0
2025-07-24,S01,P0080,20,9.07,0.0,181.4,0
2025-07-25,S01,P0080,19,9.07,0.0,172.33,0
2025-07-26,S01,P0080,32,9.07,0.0,290.24,1
2025-07-27,S01,P0080,25,9.07,0.0,226.75,0
2025-07-28,S01,P0080,21,9.07,0.0,190.47,0
2025-07-29,S01,P0080,18,9.07,0.0,163.26,0
2025-07-30,S01,P0080,20,9.07,0.0,181.4,0
2025-07-31,S01,P0080,19,9.07,0.0,172.33,0
2025-08-01,S01,P0080,13,9.07,0.0,117.91,0
2025-08-02,S01,P0080,20,9.07,0.0,181.4,0
2025-08-03,S01,P0080,20,9.07,0.0,181.4,0
2025-08-04,S01,P0080,17,9.07,0.0,154.19,0
2025-08-05,S01,P0080,21,9.07,0.0,190.47,0
2025-08-06,S01,P0080,18,9.07,0.0,163.26,0
2025-08-07,S01,P0080,18,9.07,0.0,163.26,0
2025-08-08,S01,P0080,20,9.07,0.0,181.4,0
2025-08-09,S01,P0080,13,9.07,0.0,117.91,0
2025-08-10,S01,P0080,28,9.07,0.0,253.96,0
2025-08-11,S01,P0080,21,9.07,0.0,190.47,0
2025-08-12,S01,P0080,12,9.07,0.0,108.84,0
2025-08-13,S01,P0080,21,9.07,0.0,190.47,0
2025-08-14,S01,P0080,14,9.07,0.0,126.98,0
2025-08-15,S01,P0080,23,9.07,0.0,208.61,0
2025-08-16,S01,P0080,21,9.07,0.0,190.47,0
2025-08-17,S01,P0080,35,9.07,0.0,317.45,1
2025-08-18,S01,P0080,26,9.07,0.0,235.82,1
2025-08-19,S01,P0080,24,9.07,0.0,217.68,0
2025-08-20,S01,P0080,27,9.07,0.0,244.89,1
2025-08-21,S01,P0080,11,9.07,0.0,99.77,0
2025-08-22,S01,P0080,20,9.07,0.0,181.4,0
2025-08-23,S01,P0080,29,9.07,0.0,263.03,0
2025-08-24,S01,P0080,24,9.07,0.0,217.68,0
2025-08-25,S01,P0080,12,9.07,0.0,108.84,0
2025-08-26,S01,P0080,20,9.07,0.0,181.4,0
2025-08-27,S01,P0080,20,9.07,0.0,181.4,0
2025-08-28,S01,P0080,19,9.07,0.0,172.33,0
2025-08-29,S01,P0080,20,9.07,0.0,181.4,0
2025-08-30,S01,P0080,23,9.07,0.0,208.61,0
2025-08-31,S01,P0080,24,9.07,0.0,217.68,0
2025-09-01,S01,P0080,18,9.07,0.0,163.26,0
2025-09-02,S01,P0080,18,9.07,0.0,163.26,0
2025-09-03,S01,P0080,23,9.07,0.0,208.61,0
2025-09-04,S01,P0080,16,9.07,0.0,145.12,0
2025-09-05,S01,P0080,15,9.07,0.0,136.05,0
2025-09-06,S01,P0080,18,9.07,0.0,163.26,0
2025-09-07,S01,P0080,19,9.07,0.0,172.33,0
2025-09-08,S01,P0080,20,9.07,0.0,181.4,0
2025-09-09,S01,P0080,20,9.07,0.0,181.4,0
2025-09-10,S01,P0080,20,9.07,0.0,181.4,0
2025-09-11,S01,P0080,21,9.07,0.0,190.47,0
2025-09-12,S01,P0080,27,9.07,0.0,244.89,1
2025-09-13,S01,P0080,14,9.07,0.0,126.98,0
2025-09-14,S01,P0080,20,9.07,0.0,181.4,0
2025-09-15,S01,P0080,15,9.07,0.0,136.05,0
2025-09-16,S01,P0080,23,9.07,0.0,208.61,0
2025-09-17,S01,P0080,12,9.07,0.0,108.84,0
2025-09-18,S01,P0080,17,9.07,0.0,154.19,0
2025-09-19,S01,P0080,13,9.07,0.0,117.91,0
2025-09-20,S01,P0080,25,9.07,0.0,226.75,0
2025-09-21,S01,P0080,18,9.07,0.0,163.26,0
2025-09-22,S01,P0080,8,9.07,0.0,72.56,0
2025-09-23,S01,P0080,18,9.07,0.0,163.26,0
2025-09-24,S01,P0080,29,9.07,0.0,263.03,1
2025-09-25,S01,P0080,19,9.07,0.0,172.33,0
2025-09-26,S01,P0080,14,9.07,0.0,126.98,0
2025-09-27,S01,P0080,22,9.07,0.0,199.54,0
2025-09-28,S01,P0080,17,9.07,0.0,154.19,0
2025-09-29,S01,P0080,15,9.07,0.0,136.05,0
2025-09-30,S01,P0080,9,9.07,0.0,81.63,0
2025-10-01,S01,P0080,12,9.07,0.0,108.84,0
2025-10-02,S01,P0080,17,9.07,0.0,154.19,0
2025-10-03,S01,P0080,11,9.07,0.0,99.77,0
2025-10-04,S01,P0080,24,9.07,0.0,217.68,0
2025-10-05,S01,P0080,13,9.07,0.0,117.91,0
2025-10-06,S01,P0080,16,9.07,0.0,145.12,0
2025-10-07,S01,P0080,18,9.07,0.0,163.26,0
2025-10-08,S01,P0080,17,9.07,0.0,154.19,0
2025-10-09,S01,P0080,19,9.07,0.0,172.33,0
2025-10-10,S01,P0080,17,9.07,0.0,154.19,0
2025-10-11,S01,P0080,17,9.07,0.0,154.19,0
2025-10-12,S01,P0080,20,9.07,0.0,181.4,0
2025-10-13,S01,P0080,21,9.07,0.0,190.47,0
2025-10-14,S01,P0080,18,9.07,0.0,163.26,0
2025-10-15,S01,P0080,15,9.07,0.0,136.05,0
2025-10-16,S01,P0080,17,9.07,0.0,154.19,0
2025-10-17,S01,P0080,19,9.07,0.0,172.33,0
2025-10-18,S01,P0080,18,9.07,0.0,163.26,0
2025-10-19,S01,P0080,15,9.07,0.0,136.05,0
2025-10-20,S01,P0080,17,9.07,0.0,154.19,0
2025-10-21,S01,P0080,23,9.07,0.0,208.61,0
2025-10-22,S01,P0080,19,9.07,0.0,172.33,0
2025-10-23,S01,P0080,14,9.07,0.0,126.98,0
2025-10-24,S01,P0080,16,9.07,0.0,145.12,0
2025-10-25,S01,P0080,18,9.07,0.0,163.26,0
2025-10-26,S01,P0080,20,9.07,0.0,181.4,0
2025-10-27,S01,P0080,22,9.07,0.0,199.54,0
2025-10-28,S01,P0080,20,9.07,0.0,181.4,0
2025-10-29,S01,P0080,17,9.07,0.0,154.19,0
2025-10-30,S01,P0080,15,9.07,0.0,136.05,0
2025-10-31,S01,P0080,25,9.07,0.0,226.75,1
2025-11-01,S01,P0080,23,9.07,0.0,208.61,0
2025-11-02,S01,P0080,14,9.07,0.0,126.98,0
2025-11-03,S01,P0080,22,9.07,0.0,199.54,0
2025-11-04,S01,P0080,9,9.07,0.0,81.63,0
2025-11-05,S01,P0080,25,9.07,0.0,226.75,1
2025-11-06,S01,P0080,16,9.07,0.0,145.12,0
2025-11-07,S01,P0080,19,9.07,0.0,172.33,0
2025-11-08,S01,P0080,17,9.07,0.0,154.19,0
2025-11-09,S01,P0080,23,9.07,0.0,208.61,0
2025-11-10,S01,P0080,18,9.07,0.0,163.26,0
2025-11-11,S01,P0080,18,9.07,0.0,163.26,0
2025-11-12,S01,P0080,18,9.07,0.0,163.26,0
2025-11-13,S01,P0080,17,9.07,0.0,154.19,0
2025-11-14,S01,P0080,12,9.07,0.0,108.84,0
2025-11-15,S01,P0080,17,9.07,0.0,154.19,0
2025-11-16,S01,P0080,16,9.07,0.0,145.12,0
2025-11-17,S01,P0080,13,9.07,0.0,117.91,0
2025-11-18,S01,P0080,18,9.07,0.0,163.26,0
2025-11-19,S01,P0080,22,9.07,0.0,199.54,0
2025-11-20,S01,P0080,24,9.07,0.0,217.68,0
2025-11-21,S01,P0080,12,9.07,0.0,108.84,0
2025-11-22,S01,P0080,20,9.07,0.0,181.4,0
2025-11-23,S01,P0080,16,9.07,0.0,145.12,0
2025-11-24,S01,P0080,20,9.07,0.0,181.4,0
2025-11-25,S01,P0080,27,9.07,0.0,244.89,1
2025-11-26,S01,P0080,20,9.07,0.0,181.4,0
2025-11-27,S01,P0080,19,9.07,0.0,172.33,0
2025-11-28,S01,P0080,22,9.07,0.0,199.54,0
2025-11-29,S01,P0080,25,9.07,0.0,226.75,0
2025-11-30,S01,P0080,26,9.07,0.0,235.82,0
2025-12-01,S01,P0080,19,9.07,0.0,172.33,0
2025-12-02,S01,P0080,23,9.07,0.0,208.61,0
2025-12-03,S01,P0080,23,9.07,0.0,208.61,0
2025-12-04,S01,P0080,13,9.07,0.0,117.91,0
2025-12-05,S01,P0080,21,9.07,0.0,190.47,0
2025-12-06,S01,P0080,28,9.07,0.0,253.96,0
2025-12-07,S01,P0080,23,9.07,0.0,208.61,0
2025-12-08,S01,P0080,22,9.07,0.0,199.54,0
2025-12-09,S01,P0080,15,9.07,0.0,136.05,0
2025-12-10,S01,P0080,19,9.07,0.0,172.33,0
2025-12-11,S01,P0080,20,9.07,0.0,181.4,0
2025-12-12,S01,P0080,20,9.07,0.0,181.4,0
2025-12-13,S01,P0080,24,9.07,0.0,217.68,0
2025-12-14,S01,P0080,29,9.07,0.0,263.03,0
2025-12-15,S01,P0080,15,9.07,0.0,136.05,0
2025-12-16,S01,P0080,11,9.07,0.0,99.77,0
2025-12-17,S01,P0080,23,9.07,0.0,208.61,0
2025-12-18,S01,P0080,17,9.07,0.0,154.19,0
2025-12-19,S01,P0080,18,9.07,0.0,163.26,0
2025-12-20,S01,P0080,21,9.07,0.0,190.47,0
2025-12-21,S01,P0080,40,9.07,0.0,362.8,1
2025-12-22,S01,P0080,14,9.07,0.0,126.98,0
2025-12-23,S01,P0080,15,9.07,0.0,136.05,0
2025-12-24,S01,P0080,8,9.07,0.0,72.56,0
2025-12-25,S01,P0080,15,9.07,0.0,136.05,0
2025-12-26,S01,P0080,11,9.07,0.0,99.77,0
2025-12-27,S01,P0080,17,9.07,0.0,154.19,0
2025-12-28,S01,P0080,28,9.07,0.0,253.96,0
2025-12-29,S01,P0080,22,9.07,0.0,199.54,0
2025-12-30,S01,P0080,22,9.07,0.0,199.54,0
2025-12-31,S01,P0080,14,9.07,0.0,126.98,0
2025-01-01,S01,P0081,14,13.53,0.0,189.42,0
2025-01-02,S01,P0081,13,13.53,0.0,175.89,0
2025-01-03,S01,P0081,19,13.53,0.0,257.07,1
2025-01-04,S01,P0081,13,13.53,0.0,175.89,0
2025-01-05,S01,P0081,15,13.53,0.0,202.95,0
2025-01-06,S01,P0081,13,13.53,0.0,175.89,0
2025-01-07,S01,P0081,13,13.53,0.0,175.89,0
2025-01-08,S01,P0081,12,13.53,0.0,162.36,0
2025-01-09,S01,P0081,13,13.53,0.0,175.89,0
2025-01-10,S01,P0081,19,13.53,0.0,257.07,1
2025-01-11,S01,P0081,12,13.53,0.0,162.36,0
2025-01-12,S01,P0081,18,13.53,0.0,243.54,0
2025-01-13,S01,P0081,12,13.53,0.0,162.36,0
2025-01-14,S01,P0081,9,13.53,0.0,121.77,0
2025-01-15,S01,P0081,16,13.53,0.0,216.48,0
2025-01-16,S01,P0081,16,13.53,0.0,216.48,0
2025-01-17,S01,P0081,13,13.53,0.0,175.89,0
2025-01-18,S01,P0081,20,13.53,0.0,270.6,0
2025-01-19,S01,P0081,13,13.53,0.0,175.89,0
2025-01-20,S01,P0081,17,13.53,0.0,230.01,0
2025-01-21,S01,P0081,14,13.53,0.0,189.42,0
2025-01-22,S01,P0081,9,13.53,0.0,121.77,0
2025-01-23,S01,P0081,12,13.53,0.0,162.36,0
2025-01-24,S01,P0081,13,13.53,0.0,175.89,0
2025-01-25,S01,P0081,13,13.53,0.0,175.89,0
2025-01-26,S01,P0081,17,13.53,0.0,230.01,0
2025-01-27,S01,P0081,15,13.53,0.0,202.95,0
2025-01-28,S01,P0081,10,13.53,0.0,135.3,0
2025-01-29,S01,P0081,15,13.53,0.0,202.95,0
2025-01-30,S01,P0081,15,13.53,0.0,202.95,0
2025-01-31,S01,P0081,13,13.53,0.0,175.89,0
2025-02-01,S01,P0081,14,13.53,0.0,189.42,0
2025-02-02,S01,P0081,14,13.53,0.0,189.42,0
2025-02-03,S01,P0081,7,13.53,0.0,94.71,0
2025-02-04,S01,P0081,9,13.53,0.0,121.77,0
2025-02-05,S01,P0081,18,13.53,0.0,243.54,1
2025-02-06,S01,P0081,17,13.53,0.0,230.01,0
2025-02-07,S01,P0081,17,13.53,0.0,230.01,0
2025-02-08,S01,P0081,12,13.53,0.0,162.36,0
2025-02-09,S01,P0081,13,13.53,0.0,175.89,0
2025-02-10,S01,P0081,15,13.53,0.0,202.95,0
2025-02-11,S01,P0081,13,13.53,0.0,175.89,0
2025-02-12,S01,P0081,18,13.53,0.0,243.54,0
2025-02-13,S01,P0081,8,13.53,0.0,108.24,0
2025-02-14,S01,P0081,13,13.53,0.0,175.89,0
2025-02-15,S01,P0081,18,13.53,0.0,243.54,0
2025-02-16,S01,P0081,16,13.53,0.0,216.48,0
2025-02-17,S01,P0081,9,13.53,0.0,121.77,0
2025-02-18,S01,P0081,13,13.53,0.0,175.89,0
2025-02-19,S01,P0081,16,13.53,0.0,216.48,0
2025-02-20,S01,P0081,20,13.53,0.0,270.6,1
2025-02-21,S01,P0081,11,13.53,0.0,148.83,0
2025-02-22,S01,P0081,18,13.53,0.0,243.54,0
2025-02-23,S01,P0081,16,13.53,0.0,216.48,0
2025-02-24,S01,P0081,15,13.53,0.0,202.95,0
2025-02-25,S01,P0081,18,13.53,0.0,243.54,0
2025-02-26,S01,P0081,18,13.53,0.0,243.54,0
2025-02-27,S01,P0081,11,13.53,0.0,148.83,0
2025-02-28,S01,P0081,7,13.53,0.0,94.71,0
2025-03-01,S01,P0081,8,13.53,0.0,108.24,0
2025-03-02,S01,P0081,13,13.53,0.0,175.89,0
2025-03-03,S01,P0081,14,13.53,0.0,189.42,0
2025-03-04,S01,P0081,13,13.53,0.0,175.89,0
2025-03-05,S01,P0081,12,13.53,0.0,162.36,0
2025-03-06,S01,P0081,10,13.53,0.0,135.3,0
2025-03-07,S01,P0081,11,13.53,0.0,148.83,0
2025-03-08,S01,P0081,17,13.53,0.0,230.01,0
2025-03-09,S01,P0081,13,13.53,0.0,175.89,0
2025-03-10,S01,P0081,15,13.53,0.0,202.95,0
2025-03-11,S01,P0081,11,13.53,0.0,148.83,0
2025-03-12,S01,P0081,17,13.53,0.0,230.01,0
2025-03-13,S01,P0081,12,13.53,0.0,162.36,0
2025-03-14,S01,P0081,14,13.53,0.0,189.42,0
2025-03-15,S01,P0081,11,13.53,0.0,148.83,0
2025-03-16,S01,P0081,16,13.53,0.0,216.48,0
2025-03-17,S01,P0081,10,13.53,0.0,135.3,0
2025-03-18,S01,P0081,12,13.53,0.0,162.36,0
2025-03-19,S01,P0081,14,13.53,0.0,189.42,0
2025-03-20,S01,P0081,21,13.53,0.0,284.13,1
2025-03-21,S01,P0081,13,13.53,0.0,175.89,0
2025-03-22,S01,P0081,14,13.53,0.0,189.42,0
2025-03-23,S01,P0081,16,13.53,0.0,216.48,0
2025-03-24,S01,P0081,18,13.53,0.0,243.54,0
2025-03-25,S01,P0081,10,13.53,0.0,135.3,0
2025-03-26,S01,P0081,20,13.53,0.0,270.6,1
2025-03-27,S01,P0081,16,13.53,0.0,216.48,0
2025-03-28,S01,P0081,14,13.53,0.0,189.42,0
2025-03-29,S01,P0081,15,13.53,0.0,202.95,0
2025-03-30,S01,P0081,17,13.53,0.0,230.01,0
2025-03-31,S01,P0081,19,13.53,0.0,257.07,1
2025-04-01,S01,P0081,9,13.53,0.0,121.77,0
2025-04-02,S01,P0081,19,13.53,0.0,257.07,1
2025-04-03,S01,P0081,22,13.53,0.0,297.66,1
2025-04-04,S01,P0081,11,13.53,0.0,148.83,0
2025-04-05,S01,P0081,23,13.53,0.0,311.19,1
2025-04-06,S01,P0081,20,13.53,0.0,270.6,0
2025-04-07,S01,P0081,13,13.53,0.0,175.89,0
2025-04-08,S01,P0081,15,13.53,0.0,202.95,0
2025-04-09,S01,P0081,17,13.53,0.0,230.01,0
2025-04-10,S01,P0081,7,13.53,0.0,94.71,0
2025-04-11,S01,P0081,12,13.53,0.0,162.36,0
2025-04-12,S01,P0081,24,13.53,0.0,324.72,1
2025-04-13,S01,P0081,16,13.53,0.0,216.48,0
2025-04-14,S01,P0081,18,13.53,0.0,243.54,0
2025-04-15,S01,P0081,6,13.53,0.0,81.18,0
2025-04-16,S01,P0081,19,13.53,0.0,257.07,1
2025-04-17,S01,P0081,11,13.53,0.0,148.83,0
2025-04-18,S01,P0081,16,13.53,0.0,216.48,0
2025-04-19,S01,P0081,24,13.53,0.0,324.72,1
2025-04-20,S01,P0081,10,13.53,0.0,135.3,0
2025-04-21,S01,P0081,12,13.53,0.0,162.36,0
2025-04-22,S01,P0081,11,13.53,0.0,148.83,0
2025-04-23,S01,P0081,15,13.53,0.0,202.95,0
2025-04-24,S01,P0081,9,13.53,0.0,121.77,0
2025-04-25,S01,P0081,14,13.53,0.0,189.42,0
2025-04-26,S01,P0081,17,13.53,0.0,230.01,0
2025-04-27,S01,P0081,14,13.53,0.0,189.42,0
2025-04-28,S01,P0081,13,13.53,0.0,175.89,0
2025-04-29,S01,P0081,10,13.53,0.0,135.3,0
2025-04-30,S01,P0081,14,13.53,0.0,189.42,0
2025-05-01,S01,P0081,14,13.53,0.0,189.42,0
2025-05-02,S01,P0081,12,13.53,0.0,162.36,0
2025-05-03,S01,P0081,18,13.53,0.0,243.54,0
2025-05-04,S01,P0081,24,13.53,0.0,324.72,1
2025-05-05,S01,P0081,14,13.53,0.0,189.42,0
2025-05-06,S01,P0081,12,13.53,0.0,162.36,0
2025-05-07,S01,P0081,14,13.53,0.0,189.42,0
2025-05-08,S01,P0081,10,13.53,0.0,135.3,0
2025-05-09,S01,P0081,10,13.53,0.0,135.3,0
2025-05-10,S01,P0081,11,13.53,0.0,148.83,0
2025-05-11,S01,P0081,15,13.53,0.0,202.95,0
2025-05-12,S01,P0081,12,13.53,0.0,162.36,0
2025-05-13,S01,P0081,17,13.53,0.0,230.01,0
2025-05-14,S01,P0081,15,13.53,0.0,202.95,0
2025-05-15,S01,P0081,13,13.53,0.0,175.89,0
2025-05-16,S01,P0081,15,13.53,0.0,202.95,0
2025-05-17,S01,P0081,19,13.53,0.0,257.07,0
2025-05-18,S01,P0081,11,13.53,0.0,148.83,0
2025-05-19,S01,P0081,9,13.53,0.0,121.77,0
2025-05-20,S01,P0081,10,13.53,0.0,135.3,0
2025-05-21,S01,P0081,15,13.53,0.0,202.95,0
2025-05-22,S01,P0081,16,13.53,0.0,216.48,0
2025-05-23,S01,P0081,12,13.53,0.0,162.36,0
2025-05-24,S01,P0081,11,13.53,0.0,148.83,0
2025-05-25,S01,P0081,11,13.53,0.0,148.83,0
2025-05-26,S01,P0081,8,13.53,0.0,108.24,0
2025-05-27,S01,P0081,16,13.53,0.0,216.48,0
2025-05-28,S01,P0081,9,13.53,0.0,121.77,0
2025-05-29,S01,P0081,11,13.53,0.0,148.83,0
2025-05-30,S01,P0081,11,13.53,0.0,148.83,0
2025-05-31,S01,P0081,15,13.53,0.0,202.95,0
2025-06-01,S01,P0081,19,13.53,0.0,257.07,0
2025-06-02,S01,P0081,11,13.53,0.0,148.83,0
2025-06-03,S01,P0081,8,13.53,0.0,108.24,0
2025-06-04,S01,P0081,12,13.53,0.0,162.36,0
2025-06-05,S01,P0081,15,13.53,0.0,202.95,0
2025-06-06,S01,P0081,12,13.53,0.0,162.36,0
2025-06-07,S01,P0081,12,13.53,0.0,162.36,0
2025-06-08,S01,P0081,17,13.53,0.0,230.01,0
2025-06-09,S01,P0081,11,13.53,0.0,148.83,0
2025-06-10,S01,P0081,11,13.53,0.0,148.83,0
2025-06-11,S01,P0081,16,13.53,0.0,216.48,0
2025-06-12,S01,P0081,18,13.53,0.0,243.54,1
2025-06-13,S01,P0081,10,13.53,0.0,135.3,0
2025-06-14,S01,P0081,19,13.53,0.0,257.07,0
2025-06-15,S01,P0081,10,13.53,0.0,135.3,0
2025-06-16,S01,P0081,10,13.53,0.0,135.3,0
2025-06-17,S01,P0081,13,13.53,0.0,175.89,0
2025-06-18,S01,P0081,17,13.53,0.0,230.01,1
2025-06-19,S01,P0081,17,13.53,0.0,230.01,1
2025-06-20,S01,P0081,9,13.53,0.0,121.77,0
2025-06-21,S01,P0081,12,13.53,0.0,162.36,0
2025-06-22,S01,P0081,13,13.53,0.0,175.89,0
2025-06-23,S01,P0081,13,13.53,0.0,175.89,0
2025-06-24,S01,P0081,16,13.53,0.0,216.48,0
2025-06-25,S01,P0081,12,13.53,0.0,162.36,0
2025-06-26,S01,P0081,11,13.53,0.0,148.83,0
2025-06-27,S01,P0081,17,13.53,0.0,230.01,1
2025-06-28,S01,P0081,18,13.53,0.0,243.54,0
2025-06-29,S01,P0081,18,13.53,0.0,243.54,0
2025-06-30,S01,P0081,15,13.53,0.0,202.95,0
2025-07-01,S01,P0081,9,13.53,0.0,121.77,0
2025-07-02,S01,P0081,17,13.53,0.0,230.01,1
2025-07-03,S01,P0081,8,13.53,0.0,108.24,0
2025-07-04,S01,P0081,7,13.53,0.0,94.71,0
