batch_id,product_id,store_id,batch_number,received_date,manufacturing_date,expiry_date,initial_quantity,remaining_quantity,unit_cost,status
BATCH-000235,P0120,S01,P0120-S01-CURRENT,2025-12-31,2025-12-24,2026-12-22,48,48,138.22,active
BATCH-000236,P0120,S01,P0120-S01-HIST,2025-01-01,2024-12-25,2025-12-23,80,0,138.22,depleted
BATCH-000237,P0121,S01,P0121-S01-CURRENT,2025-12-31,2025-12-24,2027-06-16,38,38,207.13,active
BATCH-000238,P0121,S01,P0121-S01-HIST,2025-01-01,2024-12-25,2026-06-17,161,0,207.13,depleted
BATCH-000239,P0122,S01,P0122-S01-CURRENT,2025-12-31,2025-12-24,2027-12-31,32,32,313.17,active
BATCH-000240,P0122,S01,P0122-S01-HIST,2025-01-01,2024-12-25,2027-01-01,53,0,313.17,depleted
BATCH-000241,P0123,S01,P0123-S01-CURRENT,2025-12-31,2025-12-24,2026-06-20,92,92,332.53,active
BATCH-000242,P0123,S01,P0123-S01-HIST,2025-01-01,2024-12-25,2025-06-21,260,0,332.53,depleted
BATCH-000243,P0124,S01,P0124-S01-CURRENT,2025-12-31,2025-12-24,2026-12-24,13,13,241.7,active
BATCH-000244,P0124,S01,P0124-S01-HIST,2025-01-01,2024-12-25,2025-12-25,91,0,241.7,depleted
BATCH-000245,P0125,S01,P0125-S01-CURRENT,2025-12-31,2025-12-24,2026-06-29,11,11,24.24,active
BATCH-000246,P0125,S01,P0125-S01-HIST,2025-01-01,2024-12-25,2025-06-30,64,0,24.24,depleted
BATCH-000247,P0126,S01,P0126-S01-CURRENT,2025-12-31,2025-12-24,2026-06-26,114,114,206.13,active
BATCH-000248,P0126,S01,P0126-S01-HIST,2025-01-01,2024-12-25,2025-06-27,186,0,206.13,depleted
BATCH-000249,P0127,S01,P0127-S01-CURRENT,2025-12-31,2025-12-30,2026-01-14,82,82,82.12,near_expiry
BATCH-000250,P0127,S01,P0127-S01-HIST,2025-01-01,2024-12-31,2025-01-15,150,0,82.12,depleted
BATCH-000251,P0128,S01,P0128-S01-CURRENT,2025-12-31,2025-12-30,2026-01-10,21,21,237.67,near_expiry
BATCH-000252,P0128,S01,P0128-S01-HIST,2025-01-01,2024-12-31,2025-01-11,89,0,237.67,depleted
BATCH-000253,P0129,S01,P0129-S01-CURRENT,2025-12-31,2025-12-30,2026-01-11,70,70,96.98,near_expiry
BATCH-000254,P0129,S01,P0129-S01-HIST,2025-01-01,2024-12-31,2025-01-12,183,0,96.98,depleted
BATCH-000255,P0130,S01,P0130-S01-CURRENT,2025-12-31,2025-12-30,2026-01-05,9,9,223.12,near_expiry
BATCH-000256,P0130,S01,P0130-S01-HIST,2025-01-01,2024-12-31,2025-01-06,287,0,223.12,depleted
BATCH-000257,P0131,S01,P0131-S01-CURRENT,2025-12-31,2025-12-24,2026-12-27,86,86,42.35,active
BATCH-000258,P0131,S01,P0131-S01-HIST,2025-01-01,2024-12-25,2025-12-28,78,0,42.35,depleted
BATCH-000259,P0132,S01,P0132-S01-CURRENT,2025-12-31,2025-12-24,2026-12-28,22,22,126.04,active
BATCH-000260,P0132,S01,P0132-S01-HIST,2025-01-01,2024-12-25,2025-12-29,140,0,126.04,depleted
BATCH-000261,P0133,S01,P0133-S01-CURRENT,2025-12-31,2025-12-24,2027-06-19,182,182,240.64,active
BATCH-000262,P0133,S01,P0133-S01-HIST,2025-01-01,2024-12-25,2026-06-20,129,0,240.64,depleted
BATCH-000263,P0134,S01,P0134-S01-CURRENT,2025-12-31,2025-12-24,2027-12-22,64,64,47.69,active
BATCH-000264,P0134,S01,P0134-S01-HIST,2025-01-01,2024-12-25,2026-12-23,119,0,47.69,depleted
BATCH-000265,P0135,S01,P0135-S01-CURRENT,2025-12-31,2025-12-24,2026-06-29,125,125,190.31,active
BATCH-000266,P0135,S01,P0135-S01-HIST,2025-01-01,2024-12-25,2025-06-30,144,0,190.31,depleted
BATCH-000267,P0136,S01,P0136-S01-CURRENT,2025-12-31,2025-12-24,2026-12-25,85,85,125.16,active
BATCH-000268,P0136,S01,P0136-S01-HIST,2025-01-01,2024-12-25,2025-12-26,92,0,125.16,depleted
BATCH-000269,P0137,S01,P0137-S01-CURRENT,2025-12-31,2025-12-24,2026-06-22,78,78,238.85,active
BATCH-000270,P0137,S01,P0137-S01-HIST,2025-01-01,2024-12-25,2025-06-23,107,0,238.85,depleted
BATCH-000271,P0138,S01,P0138-S01-CURRENT,2025-12-31,2025-12-24,2026-06-25,96,96,336.3,active
BATCH-000272,P0138,S01,P0138-S01-HIST,2025-01-01,2024-12-25,2025-06-26,217,0,336.3,depleted
BATCH-000273,P0139,S01,P0139-S01-CURRENT,2025-12-31,2025-12-30,2026-01-16,39,39,313.53,active
BATCH-000274,P0139,S01,P0139-S01-HIST,2025-01-01,2024-12-31,2025-01-17,124,0,313.53,depleted
BATCH-000275,P0140,S01,P0140-S01-CURRENT,2025-12-31,2025-12-30,2026-01-11,245,245,297.94,near_expiry
BATCH-000276,P0140,S01,P0140-S01-HIST,2025-01-01,2024-12-31,2025-01-12,184,0,297.94,depleted
BATCH-000277,P0141,S01,P0141-S01-HIST,2025-01-01,2024-12-31,2025-01-06,59,0,219.45,depleted
BATCH-000278,P0142,S01,P0142-S01-CURRENT,2025-12-31,2025-12-30,2026-01-07,18,18,337.95,near_expiry
BATCH-000279,P0142,S01,P0142-S01-HIST,2025-01-01,2024-12-31,2025-01-08,97,0,337.95,depleted
BATCH-000280,P0143,S01,P0143-S01-CURRENT,2025-12-31,2025-12-24,2026-12-29,40,40,141.33,active
BATCH-000281,P0143,S01,P0143-S01-HIST,2025-01-01,2024-12-25,2025-12-30,101,0,141.33,depleted
BATCH-000282,P0144,S01,P0144-S01-CURRENT,2025-12-31,2025-12-24,2026-12-31,47,47,125.2,active
BATCH-000283,P0144,S01,P0144-S01-HIST,2025-01-01,2024-12-25,2026-01-01,63,0,125.2,depleted
BATCH-000284,P0145,S01,P0145-S01-CURRENT,2025-12-31,2025-12-24,2027-06-17,59,59,240.43,active
BATCH-000285,P0145,S01,P0145-S01-HIST,2025-01-01,2024-12-25,2026-06-18,105,0,240.43,depleted
BATCH-000286,P0146,S01,P0146-S01-CURRENT,2025-12-31,2025-12-24,2027-12-26,107,107,80.61,active
BATCH-000287,P0146,S01,P0146-S01-HIST,2025-01-01,2024-12-25,2026-12-27,55,0,80.61,depleted
BATCH-000288,P0147,S01,P0147-S01-CURRENT,2025-12-31,2025-12-24,2026-06-24,39,39,164.59,active
BATCH-000289,P0147,S01,P0147-S01-HIST,2025-01-01,2024-12-25,2025-06-25,66,0,164.59,depleted
BATCH-000290,P0148,S01,P0148-S01-CURRENT,2025-12-31,2025-12-24,2026-12-25,94,94,34.22,active
BATCH-000291,P0148,S01,P0148-S01-HIST,2025-01-01,2024-12-25,2025-12-26,60,0,34.22,depleted
BATCH-000292,P0149,S01,P0149-S01-CURRENT,2025-12-31,2025-12-24,2026-06-23,31,31,59.75,active
BATCH-000293,P0149,S01,P0149-S01-HIST,2025-01-01,2024-12-25,2025-06-24,124,0,59.75,depleted
BATCH-000294,P0150,S01,P0150-S01-CURRENT,2025-12-31,2025-12-24,2026-06-23,93,93,207.3,active
BATCH-000295,P0150,S01,P0150-S01-HIST,2025-01-01,2024-12-25,2025-06-24,50,0,207.3,depleted
BATCH-000296,P0001,S02,P0001-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,195,195,3.92,active
BATCH-000297,P0001,S02,P0001-S02-HIST,2025-01-01,2024-12-25,2025-12-25,112,0,3.92,depleted
BATCH-000298,P0002,S02,P0002-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,126,126,12.88,active
BATCH-000299,P0002,S02,P0002-S02-HIST,2025-01-01,2024-12-28,2025-02-11,106,0,12.88,depleted
BATCH-000300,P0003,S02,P0003-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,81,81,7.31,active
BATCH-000301,P0003,S02,P0003-S02-HIST,2025-01-01,2024-12-26,2025-02-24,178,0,7.31,depleted
BATCH-000302,P0004,S02,P0004-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,116,116,18.38,active
BATCH-000303,P0004,S02,P0004-S02-HIST,2025-01-01,2024-12-25,2025-03-25,96,0,18.38,depleted
BATCH-000304,P0005,S02,P0005-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,343,343,1.62,active
BATCH-000305,P0005,S02,P0005-S02-HIST,2025-01-01,2024-12-26,2025-02-24,243,0,1.62,depleted
BATCH-000306,P0006,S02,P0006-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,134,134,20.94,active
BATCH-000307,P0006,S02,P0006-S02-HIST,2025-01-01,2024-12-26,2025-02-24,144,0,20.94,depleted
BATCH-000308,P0007,S02,P0007-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,62,62,11.83,active
BATCH-000309,P0007,S02,P0007-S02-HIST,2025-01-01,2024-12-25,2025-12-25,82,0,11.83,depleted
BATCH-000310,P0008,S02,P0008-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,68,68,7.06,active
BATCH-000311,P0008,S02,P0008-S02-HIST,2025-01-01,2024-12-25,2025-06-23,164,0,7.06,depleted
BATCH-000312,P0009,S02,P0009-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,160,160,3.92,active
BATCH-000313,P0009,S02,P0009-S02-HIST,2025-01-01,2024-12-25,2025-06-23,139,0,3.92,depleted
BATCH-000314,P0010,S02,P0010-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,111,111,12.59,active
BATCH-000315,P0010,S02,P0010-S02-HIST,2025-01-01,2024-12-29,2025-01-28,89,0,12.59,depleted
BATCH-000316,P0011,S02,P0011-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,218,218,15.1,active
BATCH-000317,P0011,S02,P0011-S02-HIST,2025-01-01,2024-12-26,2025-02-24,249,0,15.1,depleted
BATCH-000318,P0012,S02,P0012-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,174,174,7.69,active
BATCH-000319,P0012,S02,P0012-S02-HIST,2025-01-01,2024-12-29,2025-01-28,331,0,7.69,depleted
BATCH-000320,P0013,S02,P0013-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,237,237,12.94,active
BATCH-000321,P0013,S02,P0013-S02-HIST,2025-01-01,2024-12-26,2025-02-24,175,0,12.94,depleted
BATCH-000322,P0014,S02,P0014-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,122,122,3.24,active
BATCH-000323,P0014,S02,P0014-S02-HIST,2025-01-01,2024-12-26,2025-02-24,106,0,3.24,depleted
BATCH-000324,P0015,S02,P0015-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,187,187,19.26,active
BATCH-000325,P0015,S02,P0015-S02-HIST,2025-01-01,2024-12-25,2025-03-25,200,0,19.26,depleted
BATCH-000326,P0016,S02,P0016-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,234,234,5.43,active
BATCH-000327,P0016,S02,P0016-S02-HIST,2025-01-01,2024-12-25,2025-12-25,178,0,5.43,depleted
BATCH-000328,P0017,S02,P0017-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,27,27,8.78,active
BATCH-000329,P0017,S02,P0017-S02-HIST,2025-01-01,2024-12-28,2025-02-11,31,0,8.78,depleted
BATCH-000330,P0018,S02,P0018-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,84,84,2.24,active
BATCH-000331,P0018,S02,P0018-S02-HIST,2025-01-01,2024-12-25,2025-12-25,252,0,2.24,depleted
BATCH-000332,P0019,S02,P0019-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,235,235,20.28,active
BATCH-000333,P0019,S02,P0019-S02-HIST,2025-01-01,2024-12-29,2025-01-28,112,0,20.28,depleted
BATCH-000334,P0020,S02,P0020-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,293,293,16.51,active
BATCH-000335,P0020,S02,P0020-S02-HIST,2025-01-01,2024-12-29,2025-01-28,344,0,16.51,depleted
BATCH-000336,P0021,S02,P0021-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,297,297,11.49,active
BATCH-000337,P0021,S02,P0021-S02-HIST,2025-01-01,2024-12-26,2025-02-24,209,0,11.49,depleted
BATCH-000338,P0022,S02,P0022-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,18,18,24.98,active
BATCH-000339,P0022,S02,P0022-S02-HIST,2025-01-01,2024-12-29,2025-01-28,102,0,24.98,depleted
BATCH-000340,P0023,S02,P0023-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,157,157,4.53,active
BATCH-000341,P0023,S02,P0023-S02-HIST,2025-01-01,2024-12-25,2025-03-25,86,0,4.53,depleted
BATCH-000342,P0024,S02,P0024-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,152,152,18.1,active
BATCH-000343,P0024,S02,P0024-S02-HIST,2025-01-01,2024-12-26,2025-02-24,150,0,18.1,depleted
BATCH-000344,P0025,S02,P0025-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,129,129,14.81,active
BATCH-000345,P0025,S02,P0025-S02-HIST,2025-01-01,2024-12-25,2025-06-23,205,0,14.81,depleted
BATCH-000346,P0026,S02,P0026-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,292,292,21.61,active
BATCH-000347,P0026,S02,P0026-S02-HIST,2025-01-01,2024-12-25,2025-06-23,238,0,21.61,depleted
BATCH-000348,P0027,S02,P0027-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,391,391,14.8,active
BATCH-000349,P0027,S02,P0027-S02-HIST,2025-01-01,2024-12-26,2025-02-24,282,0,14.8,depleted
BATCH-000350,P0028,S02,P0028-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,235,235,16.96,active
BATCH-000351,P0028,S02,P0028-S02-HIST,2025-01-01,2024-12-26,2025-02-24,133,0,16.96,depleted
BATCH-000352,P0029,S02,P0029-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,65,65,23.36,active
BATCH-000353,P0029,S02,P0029-S02-HIST,2025-01-01,2024-12-28,2025-02-11,61,0,23.36,depleted
BATCH-000354,P0030,S02,P0030-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,58,58,20.52,active
BATCH-000355,P0030,S02,P0030-S02-HIST,2025-01-01,2024-12-25,2025-12-25,84,0,20.52,depleted
BATCH-000356,P0031,S02,P0031-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,239,239,15.32,active
BATCH-000357,P0031,S02,P0031-S02-HIST,2025-01-01,2024-12-28,2025-02-11,111,0,15.32,depleted
BATCH-000358,P0032,S02,P0032-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,260,260,1.58,active
BATCH-000359,P0032,S02,P0032-S02-HIST,2025-01-01,2024-12-28,2025-02-11,260,0,1.58,depleted
BATCH-000360,P0033,S02,P0033-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,307,307,2.34,active
BATCH-000361,P0033,S02,P0033-S02-HIST,2025-01-01,2024-12-28,2025-02-11,253,0,2.34,depleted
BATCH-000362,P0034,S02,P0034-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,317,317,9.43,active
BATCH-000363,P0034,S02,P0034-S02-HIST,2025-01-01,2024-12-29,2025-01-28,167,0,9.43,depleted
BATCH-000364,P0035,S02,P0035-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,100,100,22.16,active
BATCH-000365,P0035,S02,P0035-S02-HIST,2025-01-01,2024-12-25,2025-06-23,252,0,22.16,depleted
BATCH-000366,P0036,S02,P0036-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,110,110,18.55,active
BATCH-000367,P0036,S02,P0036-S02-HIST,2025-01-01,2024-12-25,2025-03-25,71,0,18.55,depleted
BATCH-000368,P0037,S02,P0037-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,26,26,5.39,active
BATCH-000369,P0037,S02,P0037-S02-HIST,2025-01-01,2024-12-26,2025-02-24,79,0,5.39,depleted
BATCH-000370,P0038,S02,P0038-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,48,48,7.33,active
BATCH-000371,P0038,S02,P0038-S02-HIST,2025-01-01,2024-12-26,2025-02-24,200,0,7.33,depleted
BATCH-000372,P0039,S02,P0039-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,55,55,3.33,active
BATCH-000373,P0039,S02,P0039-S02-HIST,2025-01-01,2024-12-28,2025-02-11,65,0,3.33,depleted
BATCH-000374,P0040,S02,P0040-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,22,22,15.35,active
BATCH-000375,P0040,S02,P0040-S02-HIST,2025-01-01,2024-12-25,2025-03-25,31,0,15.35,depleted
BATCH-000376,P0041,S02,P0041-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,211,211,18.13,active
BATCH-000377,P0041,S02,P0041-S02-HIST,2025-01-01,2024-12-25,2025-12-25,97,0,18.13,depleted
BATCH-000378,P0042,S02,P0042-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,105,105,21.28,active
BATCH-000379,P0042,S02,P0042-S02-HIST,2025-01-01,2024-12-26,2025-02-24,110,0,21.28,depleted
BATCH-000380,P0043,S02,P0043-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,272,272,3.62,active
BATCH-000381,P0043,S02,P0043-S02-HIST,2025-01-01,2024-12-25,2025-03-25,164,0,3.62,depleted
BATCH-000382,P0044,S02,P0044-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,186,186,5.65,active
BATCH-000383,P0044,S02,P0044-S02-HIST,2025-01-01,2024-12-25,2025-06-23,106,0,5.65,depleted
BATCH-000384,P0045,S02,P0045-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,364,364,4.66,active
BATCH-000385,P0045,S02,P0045-S02-HIST,2025-01-01,2024-12-25,2025-06-23,342,0,4.66,depleted
BATCH-000386,P0046,S02,P0046-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,262,262,4.11,active
BATCH-000387,P0046,S02,P0046-S02-HIST,2025-01-01,2024-12-25,2025-03-25,128,0,4.11,depleted
BATCH-000388,P0047,S02,P0047-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,33,33,6.48,active
BATCH-000389,P0047,S02,P0047-S02-HIST,2025-01-01,2024-12-29,2025-01-28,85,0,6.48,depleted
BATCH-000390,P0048,S02,P0048-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,51,51,6.61,active
BATCH-000391,P0048,S02,P0048-S02-HIST,2025-01-01,2024-12-25,2025-03-25,222,0,6.61,depleted
BATCH-000392,P0049,S02,P0049-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,170,170,10.96,active
BATCH-000393,P0049,S02,P0049-S02-HIST,2025-01-01,2024-12-25,2025-03-25,181,0,10.96,depleted
BATCH-000394,P0050,S02,P0050-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,176,176,6.36,active
BATCH-000395,P0050,S02,P0050-S02-HIST,2025-01-01,2024-12-25,2025-12-25,73,0,6.36,depleted
BATCH-000396,P0051,S02,P0051-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,174,174,4.2,active
BATCH-000397,P0051,S02,P0051-S02-HIST,2025-01-01,2024-12-28,2025-02-11,155,0,4.2,depleted
BATCH-000398,P0052,S02,P0052-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,157,157,2.03,active
BATCH-000399,P0052,S02,P0052-S02-HIST,2025-01-01,2024-12-25,2025-03-25,105,0,2.03,depleted
BATCH-000400,P0053,S02,P0053-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,55,55,21.41,active
BATCH-000401,P0053,S02,P0053-S02-HIST,2025-01-01,2024-12-25,2025-03-25,121,0,21.41,depleted
BATCH-000402,P0054,S02,P0054-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,97,97,8.74,active
BATCH-000403,P0054,S02,P0054-S02-HIST,2025-01-01,2024-12-25,2025-03-25,59,0,8.74,depleted
BATCH-000404,P0055,S02,P0055-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,66,66,11.0,active
BATCH-000405,P0055,S02,P0055-S02-HIST,2025-01-01,2024-12-28,2025-02-11,134,0,11.0,depleted
BATCH-000406,P0056,S02,P0056-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,70,70,19.15,active
BATCH-000407,P0056,S02,P0056-S02-HIST,2025-01-01,2024-12-25,2025-03-25,135,0,19.15,depleted
BATCH-000408,P0057,S02,P0057-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,134,134,16.43,active
BATCH-000409,P0057,S02,P0057-S02-HIST,2025-01-01,2024-12-25,2025-12-25,98,0,16.43,depleted
BATCH-000410,P0058,S02,P0058-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,154,154,12.1,active
BATCH-000411,P0058,S02,P0058-S02-HIST,2025-01-01,2024-12-28,2025-02-11,81,0,12.1,depleted
BATCH-000412,P0059,S02,P0059-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,123,123,18.1,active
BATCH-000413,P0059,S02,P0059-S02-HIST,2025-01-01,2024-12-28,2025-02-11,162,0,18.1,depleted
BATCH-000414,P0060,S02,P0060-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,256,256,5.36,active
BATCH-000415,P0060,S02,P0060-S02-HIST,2025-01-01,2024-12-25,2025-12-25,153,0,5.36,depleted
BATCH-000416,P0061,S02,P0061-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,221,221,13.55,active
BATCH-000417,P0061,S02,P0061-S02-HIST,2025-01-01,2024-12-29,2025-01-28,333,0,13.55,depleted
BATCH-000418,P0062,S02,P0062-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,59,59,16.07,active
BATCH-000419,P0062,S02,P0062-S02-HIST,2025-01-01,2024-12-25,2025-12-25,91,0,16.07,depleted
BATCH-000420,P0063,S02,P0063-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,142,142,20.73,active
BATCH-000421,P0063,S02,P0063-S02-HIST,2025-01-01,2024-12-26,2025-02-24,74,0,20.73,depleted
BATCH-000422,P0064,S02,P0064-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,107,107,1.2,active
BATCH-000423,P0064,S02,P0064-S02-HIST,2025-01-01,2024-12-28,2025-02-11,116,0,1.2,depleted
BATCH-000424,P0065,S02,P0065-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,247,247,0.75,active
BATCH-000425,P0065,S02,P0065-S02-HIST,2025-01-01,2024-12-29,2025-01-28,178,0,0.75,depleted
BATCH-000426,P0066,S02,P0066-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,118,118,19.93,active
BATCH-000427,P0066,S02,P0066-S02-HIST,2025-01-01,2024-12-28,2025-02-11,136,0,19.93,depleted
BATCH-000428,P0067,S02,P0067-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,84,84,13.51,active
BATCH-000429,P0067,S02,P0067-S02-HIST,2025-01-01,2024-12-25,2025-12-25,251,0,13.51,depleted
BATCH-000430,P0068,S02,P0068-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,148,148,3.46,active
BATCH-000431,P0068,S02,P0068-S02-HIST,2025-01-01,2024-12-29,2025-01-28,95,0,3.46,depleted
BATCH-000432,P0069,S02,P0069-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,302,302,7.76,active
BATCH-000433,P0069,S02,P0069-S02-HIST,2025-01-01,2024-12-26,2025-02-24,235,0,7.76,depleted
BATCH-000434,P0070,S02,P0070-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,442,442,7.66,active
BATCH-000435,P0070,S02,P0070-S02-HIST,2025-01-01,2024-12-25,2025-12-25,356,0,7.66,depleted
BATCH-000436,P0071,S02,P0071-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,49,49,11.29,active
BATCH-000437,P0071,S02,P0071-S02-HIST,2025-01-01,2024-12-29,2025-01-28,58,0,11.29,depleted
BATCH-000438,P0072,S02,P0072-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,154,154,15.92,active
BATCH-000439,P0072,S02,P0072-S02-HIST,2025-01-01,2024-12-28,2025-02-11,104,0,15.92,depleted
BATCH-000440,P0073,S02,P0073-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,254,254,9.82,active
BATCH-000441,P0073,S02,P0073-S02-HIST,2025-01-01,2024-12-26,2025-02-24,252,0,9.82,depleted
BATCH-000442,P0074,S02,P0074-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,272,272,5.67,active
BATCH-000443,P0074,S02,P0074-S02-HIST,2025-01-01,2024-12-28,2025-02-11,187,0,5.67,depleted
BATCH-000444,P0075,S02,P0075-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,411,411,17.39,active
BATCH-000445,P0075,S02,P0075-S02-HIST,2025-01-01,2024-12-29,2025-01-28,306,0,17.39,depleted
BATCH-000446,P0076,S02,P0076-S02-CURRENT,2025-12-31,2025-12-24,2026-12-24,108,108,6.22,active
BATCH-000447,P0076,S02,P0076-S02-HIST,2025-01-01,2024-12-25,2025-12-25,60,0,6.22,depleted
BATCH-000448,P0077,S02,P0077-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,102,102,2.25,active
BATCH-000449,P0077,S02,P0077-S02-HIST,2025-01-01,2024-12-26,2025-02-24,43,0,2.25,depleted
BATCH-000450,P0078,S02,P0078-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,219,219,12.76,active
BATCH-000451,P0078,S02,P0078-S02-HIST,2025-01-01,2024-12-29,2025-01-28,322,0,12.76,depleted
BATCH-000452,P0079,S02,P0079-S02-CURRENT,2025-12-31,2025-12-24,2026-06-22,149,149,6.11,active
BATCH-000453,P0079,S02,P0079-S02-HIST,2025-01-01,2024-12-25,2025-06-23,315,0,6.11,depleted
BATCH-000454,P0080,S02,P0080-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,193,193,13.21,active
BATCH-000455,P0080,S02,P0080-S02-HIST,2025-01-01,2024-12-26,2025-02-24,157,0,13.21,depleted
BATCH-000456,P0081,S02,P0081-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,48,48,8.67,active
BATCH-000457,P0081,S02,P0081-S02-HIST,2025-01-01,2024-12-28,2025-02-11,305,0,8.67,depleted
BATCH-000458,P0082,S02,P0082-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,444,444,2.66,active
BATCH-000459,P0082,S02,P0082-S02-HIST,2025-01-01,2024-12-29,2025-01-28,335,0,2.66,depleted
BATCH-000460,P0083,S02,P0083-S02-CURRENT,2025-12-31,2025-12-24,2026-03-24,105,105,5.1,active
BATCH-000461,P0083,S02,P0083-S02-HIST,2025-01-01,2024-12-25,2025-03-25,100,0,5.1,depleted
BATCH-000462,P0084,S02,P0084-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,62,62,22.08,active
BATCH-000463,P0084,S02,P0084-S02-HIST,2025-01-01,2024-12-29,2025-01-28,82,0,22.08,depleted
BATCH-000464,P0085,S02,P0085-S02-CURRENT,2025-12-31,2025-12-28,2026-01-27,126,126,6.01,active
BATCH-000465,P0085,S02,P0085-S02-HIST,2025-01-01,2024-12-29,2025-01-28,153,0,6.01,depleted
BATCH-000466,P0086,S02,P0086-S02-CURRENT,2025-12-31,2025-12-27,2026-02-10,96,96,20.95,active
BATCH-000467,P0086,S02,P0086-S02-HIST,2025-01-01,2024-12-28,2025-02-11,85,0,20.95,depleted
BATCH-000468,P0087,S02,P0087-S02-CURRENT,2025-12-31,2025-12-25,2026-02-23,254,254,22.04,active
BATCH-000469,P0087,S02,P0087-S02-HIST,2025-01-01,2024-12-26,2025-02-24,193,0,22.04,depleted
