po_item_id,po_id,product_id,quantity,unit_cost,line_total
POI001164,PO01164,P0058,137,12.47,1708.39
POI001165,PO01165,P0058,135,12.47,1683.45
POI001166,PO01166,P0058,135,12.47,1683.45
POI001167,PO01167,P0058,133,12.47,1658.51
POI001168,PO01168,P0058,134,12.47,1670.98
POI001169,PO01169,P0058,138,12.47,1720.86
POI001170,PO01170,P0058,138,12.47,1720.86
POI001171,PO01171,P0059,345,19.28,6651.6
POI001172,PO01172,P0059,346,17.17,5940.82
POI001173,PO01173,P0059,343,19.28,6613.04
POI001174,PO01174,P0059,344,17.17,5906.48
POI001175,PO01175,P0059,346,17.17,5940.82
POI001176,PO01176,P0059,346,17.17,5940.82
POI001177,PO01177,P0059,343,17.17,5889.31
POI001178,PO01178,P0059,346,19.28,6670.88
POI001179,PO01179,P0059,345,19.28,6651.6
POI001180,PO01180,P0059,341,17.17,5854.97
POI001181,PO01181,P0059,346,19.28,6670.88
POI001182,PO01182,P0059,346,19.28,6670.88
POI001183,PO01183,P0059,342,19.28,6593.76
POI001184,PO01184,P0059,345,19.28,6651.6
POI001185,PO01185,P0059,338,17.17,5803.46
POI001186,PO01186,P0059,338,17.17,5803.46
POI001187,PO01187,P0059,342,19.28,6593.76
POI001188,PO01188,P0059,346,17.17,5940.82
POI001189,PO01189,P0059,346,17.17,5940.82
POI001190,PO01190,P0059,346,19.28,6670.88
POI001191,PO01191,P0059,337,17.17,5786.29
POI001192,PO01192,P0059,346,17.17,5940.82
POI001193,PO01193,P0060,400,5.54,2216.0
POI001194,PO01194,P0060,397,5.54,2199.38
POI001195,PO01195,P0060,400,5.54,2216.0
POI001196,PO01196,P0061,484,14.25,6897.0
POI001197,PO01197,P0061,484,14.25,6897.0
POI001198,PO01198,P0061,484,14.25,6897.0
POI001199,PO01199,P0061,484,14.25,6897.0
POI001200,PO01200,P0061,484,14.25,6897.0
POI001201,PO01201,P0061,483,14.25,6882.75
POI001202,PO01202,P0061,484,14.25,6897.0
POI001203,PO01203,P0061,484,14.25,6897.0
POI001204,PO01204,P0061,480,14.25,6840.0
POI001205,PO01205,P0061,481,14.25,6854.25
POI001206,PO01206,P0061,484,14.25,6897.0
POI001207,PO01207,P0061,484,14.25,6897.0
POI001208,PO01208,P0062,114,17.75,2023.5
POI001209,PO01209,P0062,111,17.75,1970.25
POI001210,PO01210,P0062,116,18.24,2115.84
POI001211,PO01211,P0062,111,17.75,1970.25
POI001212,PO01212,P0062,123,13.98,1719.54
POI001213,PO01213,P0062,114,18.24,2079.36
POI001214,PO01214,P0062,108,18.24,1969.92
POI001215,PO01215,P0062,117,13.98,1635.66
POI001216,PO01216,P0062,111,17.75,1970.25
POI001217,PO01217,P0062,111,18.24,2024.64
POI001218,PO01218,P0062,117,18.24,2134.08
POI001219,PO01219,P0062,117,18.24,2134.08
POI001220,PO01220,P0062,115,18.24,2097.6
POI001221,PO01221,P0062,114,13.98,1593.72
POI001222,PO01222,P0062,114,13.98,1593.72
POI001223,PO01223,P0062,110,13.98,1537.8
POI001224,PO01224,P0062,111,18.24,2024.64
POI001225,PO01225,P0062,109,18.24,1988.16
POI001226,PO01226,P0062,109,13.98,1523.82
POI001227,PO01227,P0062,112,18.24,2042.88
POI001228,PO01228,P0062,110,13.98,1537.8
POI001229,PO01229,P0062,114,18.24,2079.36
POI001230,PO01230,P0062,109,13.98,1523.82
POI001231,PO01231,P0062,109,13.98,1523.82
POI001232,PO01232,P0062,112,17.75,1988.0
POI001233,PO01233,P0062,113,17.75,2005.75
POI001234,PO01234,P0063,186,20.1,3738.6
POI001235,PO01235,P0063,184,20.1,3698.4
POI001236,PO01236,P0063,186,22.37,4160.82
POI001237,PO01237,P0063,183,20.1,3678.3
POI001238,PO01238,P0063,189,20.1,3798.9
POI001239,PO01239,P0063,186,20.1,3738.6
POI001240,PO01240,P0063,187,20.1,3758.7
POI001241,PO01241,P0063,188,20.1,3778.8
POI001242,PO01242,P0063,183,22.37,4093.71
POI001243,PO01243,P0063,182,20.1,3658.2
POI001244,PO01244,P0063,183,20.1,3678.3
POI001245,PO01245,P0063,182,20.1,3658.2
POI001246,PO01246,P0063,183,20.1,3678.3
POI001247,PO01247,P0063,184,20.1,3698.4
POI001248,PO01248,P0063,182,22.37,4071.34
POI001249,PO01249,P0063,188,22.37,4205.56
POI001250,PO01250,P0063,186,22.37,4160.82
POI001251,PO01251,P0064,222,1.28,284.16
POI001252,PO01252,P0064,228,1.28,291.84
POI001253,PO01253,P0064,219,1.28,280.32
POI001254,PO01254,P0064,220,1.28,281.6
POI001255,PO01255,P0064,222,1.28,284.16
POI001256,PO01256,P0064,219,1.28,280.32
POI001257,PO01257,P0064,215,1.28,275.2
POI001258,PO01258,P0064,226,1.28,289.28
POI001259,PO01259,P0064,224,1.28,286.72
POI001260,PO01260,P0064,219,1.28,280.32
POI001261,PO01261,P0064,216,1.28,276.48
POI001262,PO01262,P0064,220,1.28,281.6
POI001263,PO01263,P0064,219,1.28,280.32
POI001264,PO01264,P0064,216,1.28,276.48
POI001265,PO01265,P0064,216,1.28,276.48
POI001266,PO01266,P0064,220,1.28,281.6
POI001267,PO01267,P0064,217,1.28,277.76
POI001268,PO01268,P0064,213,1.28,272.64
POI001269,PO01269,P0064,223,1.28,285.44
POI001270,PO01270,P0065,279,0.81,225.99
POI001271,PO01271,P0065,284,0.81,230.04
POI001272,PO01272,P0065,280,0.81,226.8
POI001273,PO01273,P0065,271,0.81,219.51
POI001274,PO01274,P0065,270,0.81,218.7
POI001275,PO01275,P0065,280,0.81,226.8
POI001276,PO01276,P0065,278,0.81,225.18
POI001277,PO01277,P0065,278,0.81,225.18
POI001278,PO01278,P0065,273,0.81,221.13
POI001279,PO01279,P0065,271,0.81,219.51
POI001280,PO01280,P0065,271,0.81,219.51
POI001281,PO01281,P0065,277,0.81,224.37
POI001282,PO01282,P0065,276,0.81,223.56
POI001283,PO01283,P0065,272,0.81,220.32
POI001284,PO01284,P0065,274,0.81,221.94
POI001285,PO01285,P0065,285,0.81,230.85
POI001286,PO01286,P0065,277,0.81,224.37
POI001287,PO01287,P0065,270,0.81,218.7
POI001288,PO01288,P0065,275,0.81,222.75
POI001289,PO01289,P0066,129,22.31,2877.99
POI001290,PO01290,P0066,125,22.73,2841.25
POI001291,PO01291,P0066,125,17.67,2208.75
POI001292,PO01292,P0066,126,22.31,2811.06
POI001293,PO01293,P0066,128,22.73,2909.44
POI001294,PO01294,P0066,125,17.67,2208.75
POI001295,PO01295,P0066,129,17.67,2279.43
POI001296,PO01296,P0066,130,22.31,2900.3
POI001297,PO01297,P0066,126,22.31,2811.06
POI001298,PO01298,P0066,126,22.73,2863.98
POI001299,PO01299,P0066,127,17.67,2244.09
POI001300,PO01300,P0066,125,22.73,2841.25
POI001301,PO01301,P0067,388,14.93,5792.84
POI001302,PO01302,P0067,393,12.44,4888.92
POI001303,PO01303,P0067,391,14.93,5837.63
POI001304,PO01304,P0067,387,12.44,4814.28
POI001305,PO01305,P0067,389,14.93,5807.77
POI001306,PO01306,P0067,387,13.55,5243.85
POI001307,PO01307,P0067,387,12.44,4814.28
POI001308,PO01308,P0067,382,14.93,5703.26
POI001309,PO01309,P0068,146,3.58,522.68
POI001310,PO01310,P0068,151,3.58,540.58
POI001311,PO01311,P0068,150,3.58,537.0
POI001312,PO01312,P0068,148,3.74,553.52
POI001313,PO01313,P0068,144,3.74,538.56
POI001314,PO01314,P0068,146,3.98,581.08
POI001315,PO01315,P0068,149,3.98,593.02
POI001316,PO01316,P0068,143,3.74,534.82
POI001317,PO01317,P0068,147,3.74,549.78
POI001318,PO01318,P0068,145,3.98,577.1
POI001319,PO01319,P0068,144,3.74,538.56
POI001320,PO01320,P0068,144,3.98,573.12
POI001321,PO01321,P0068,144,3.98,573.12
POI001322,PO01322,P0068,149,3.74,557.26
POI001323,PO01323,P0069,275,8.53,2345.75
POI001324,PO01324,P0069,273,7.68,2096.64
POI001325,PO01325,P0069,275,8.53,2345.75
POI001326,PO01326,P0069,274,7.68,2104.32
POI001327,PO01327,P0069,273,8.53,2328.69
POI001328,PO01328,P0069,276,8.53,2354.28
POI001329,PO01329,P0069,276,7.68,2119.68
POI001330,PO01330,P0069,276,8.53,2354.28
POI001331,PO01331,P0069,273,7.68,2096.64
POI001332,PO01332,P0070,493,7.67,3781.31
POI001333,PO01333,P0070,496,7.67,3804.32
POI001334,PO01334,P0070,494,7.67,3788.98
POI001335,PO01335,P0070,496,7.67,3804.32
POI001336,PO01336,P0070,496,7.67,3804.32
POI001337,PO01337,P0070,496,7.67,3804.32
POI001338,PO01338,P0070,496,7.67,3804.32
POI001339,PO01339,P0070,496,7.67,3804.32
POI001340,PO01340,P0070,496,7.67,3804.32
POI001341,PO01341,P0070,495,7.67,3796.65
POI001342,PO01342,P0070,488,7.67,3742.96
POI001343,PO01343,P0070,496,7.67,3804.32
POI001344,PO01344,P0070,494,7.67,3788.98
POI001345,PO01345,P0070,493,7.67,3781.31
POI001346,PO01346,P0070,496,7.67,3804.32
POI001347,PO01347,P0071,75,10.15,761.25
POI001348,PO01348,P0071,74,10.15,751.1
POI001349,PO01349,P0071,86,11.75,1010.5
POI001350,PO01350,P0071,78,11.75,916.5
POI001351,PO01351,P0071,79,12.78,1009.62
POI001352,PO01352,P0071,83,10.15,842.45
POI001353,PO01353,P0071,78,12.78,996.84
POI001354,PO01354,P0071,87,11.75,1022.25
POI001355,PO01355,P0071,79,12.78,1009.62
POI001356,PO01356,P0071,90,10.15,913.5
POI001357,PO01357,P0071,84,10.15,852.6
POI001358,PO01358,P0071,77,10.15,781.55
POI001359,PO01359,P0071,83,12.78,1060.74
POI001360,PO01360,P0071,84,11.75,987.0
POI001361,PO01361,P0071,81,11.75,951.75
POI001362,PO01362,P0071,87,10.15,883.05
POI001363,PO01363,P0071,79,12.78,1009.62
POI001364,PO01364,P0071,78,10.15,791.7
POI001365,PO01365,P0071,76,10.15,771.4
POI001366,PO01366,P0071,80,11.75,940.0
POI001367,PO01367,P0071,80,12.78,1022.4
POI001368,PO01368,P0071,77,12.78,984.06
POI001369,PO01369,P0071,82,11.75,963.5
POI001370,PO01370,P0071,80,12.78,1022.4
POI001371,PO01371,P0071,84,11.75,987.0
POI001372,PO01372,P0071,73,12.78,932.94
POI001373,PO01373,P0071,80,10.15,812.0
POI001374,PO01374,P0071,76,10.15,771.4
POI001375,PO01375,P0071,82,12.78,1047.96
POI001376,PO01376,P0071,82,12.78,1047.96
POI001377,PO01377,P0071,77,11.75,904.75
POI001378,PO01378,P0071,82,11.75,963.5
POI001379,PO01379,P0071,80,11.75,940.0
POI001380,PO01380,P0071,81,11.75,951.75
POI001381,PO01381,P0071,76,10.15,771.4
POI001382,PO01382,P0071,81,10.15,822.15
POI001383,PO01383,P0071,80,11.75,940.0
POI001384,PO01384,P0071,86,11.75,1010.5
POI001385,PO01385,P0071,81,11.75,951.75
POI001386,PO01386,P0071,88,12.78,1124.64
POI001387,PO01387,P0071,84,10.15,852.6
POI001388,PO01388,P0071,73,11.75,857.75
POI001389,PO01389,P0071,76,12.78,971.28
POI001390,PO01390,P0071,74,12.78,945.72
POI001391,PO01391,P0071,87,11.75,1022.25
POI001392,PO01392,P0071,73,10.15,740.95
POI001393,PO01393,P0071,82,12.78,1047.96
POI001394,PO01394,P0071,83,12.78,1060.74
POI001395,PO01395,P0071,73,12.78,932.94
POI001396,PO01396,P0071,78,12.78,996.84
POI001397,PO01397,P0071,74,11.75,869.5
POI001398,PO01398,P0071,77,12.78,984.06
POI001399,PO01399,P0071,74,11.75,869.5
POI001400,PO01400,P0071,76,12.78,971.28
POI001401,PO01401,P0071,86,10.15,872.9
POI001402,PO01402,P0071,77,10.15,781.55
POI001403,PO01403,P0071,77,11.75,904.75
POI001404,PO01404,P0071,84,11.75,987.0
POI001405,PO01405,P0071,75,10.15,761.25
POI001406,PO01406,P0071,78,11.75,916.5
POI001407,PO01407,P0071,80,11.75,940.0
POI001408,PO01408,P0071,82,11.75,963.5
POI001409,PO01409,P0072,171,16.31,2789.01
POI001410,PO01410,P0072,177,13.98,2474.46
POI001411,PO01411,P0072,177,16.31,2886.87
POI001412,PO01412,P0072,170,16.31,2772.7
POI001413,PO01413,P0072,177,16.31,2886.87
POI001414,PO01414,P0072,173,16.31,2821.63
POI001415,PO01415,P0072,177,13.98,2474.46
POI001416,PO01416,P0072,177,13.98,2474.46
POI001417,PO01417,P0072,177,16.31,2886.87
POI001418,PO01418,P0072,174,16.31,2837.94
POI001419,PO01419,P0072,177,13.98,2474.46
POI001420,PO01420,P0072,177,16.31,2886.87
POI001421,PO01421,P0072,173,16.31,2821.63
POI001422,PO01422,P0072,176,13.98,2460.48
POI001423,PO01423,P0072,174,13.98,2432.52
POI001424,PO01424,P0072,169,16.31,2756.39
POI001425,PO01425,P0072,175,13.98,2446.5
POI001426,PO01426,P0072,177,16.31,2886.87
POI001427,PO01427,P0072,177,16.31,2886.87
POI001428,PO01428,P0072,177,16.31,2886.87
POI001429,PO01429,P0072,177,16.31,2886.87
POI001430,PO01430,P0072,177,13.98,2474.46
POI001431,PO01431,P0072,167,16.31,2723.77
POI001432,PO01432,P0072,176,13.98,2460.48
POI001433,PO01433,P0072,172,13.98,2404.56
POI001434,PO01434,P0072,167,13.98,2334.66
POI001435,PO01435,P0072,177,16.31,2886.87
POI001436,PO01436,P0072,177,16.31,2886.87
POI001437,PO01437,P0072,171,13.98,2390.58
POI001438,PO01438,P0072,168,16.31,2740.08
POI001439,PO01439,P0072,175,16.31,2854.25
POI001440,PO01440,P0072,170,13.98,2376.6
POI001441,PO01441,P0072,170,13.98,2376.6
POI001442,PO01442,P0073,323,8.48,2739.04
POI001443,PO01443,P0073,330,8.48,2798.4
POI001444,PO01444,P0073,320,10.61,3395.2
POI001445,PO01445,P0073,321,10.19,3270.99
POI001446,PO01446,P0073,320,10.19,3260.8
POI001447,PO01447,P0073,319,10.19,3250.61
POI001448,PO01448,P0073,323,10.61,3427.03
POI001449,PO01449,P0073,324,10.61,3437.64
POI001450,PO01450,P0073,320,10.61,3395.2
POI001451,PO01451,P0073,318,10.19,3240.42
POI001452,PO01452,P0073,321,10.19,3270.99
POI001453,PO01453,P0073,323,10.19,3291.37
POI001454,PO01454,P0073,328,10.61,3480.08
POI001455,PO01455,P0073,332,10.19,3383.08
POI001456,PO01456,P0073,319,8.48,2705.12
POI001457,PO01457,P0073,335,8.48,2840.8
POI001458,PO01458,P0073,328,10.61,3480.08
POI001459,PO01459,P0073,333,8.48,2823.84
POI001460,PO01460,P0073,319,10.19,3250.61
POI001461,PO01461,P0073,326,10.19,3321.94
POI001462,PO01462,P0073,325,10.61,3448.25
POI001463,PO01463,P0074,316,4.94,1561.04
POI001464,PO01464,P0074,328,5.64,1849.92
POI001465,PO01465,P0074,319,4.94,1575.86
POI001466,PO01466,P0074,324,4.94,1600.56
POI001467,PO01467,P0074,329,5.35,1760.15
POI001468,PO01468,P0074,323,4.94,1595.62
POI001469,PO01469,P0074,332,4.94,1640.08
POI001470,PO01470,P0074,332,5.35,1776.2
POI001471,PO01471,P0074,332,4.94,1640.08
POI001472,PO01472,P0074,332,4.94,1640.08
POI001473,PO01473,P0074,331,5.64,1866.84
POI001474,PO01474,P0074,319,5.35,1706.65
POI001475,PO01475,P0074,325,5.35,1738.75
POI001476,PO01476,P0074,321,5.64,1810.44
POI001477,PO01477,P0074,318,5.64,1793.52
POI001478,PO01478,P0074,332,5.64,1872.48
POI001479,PO01479,P0074,317,5.35,1695.95
POI001480,PO01480,P0074,322,4.94,1590.68
POI001481,PO01481,P0074,328,4.94,1620.32
POI001482,PO01482,P0074,321,5.64,1810.44
POI001483,PO01483,P0074,327,4.94,1615.38
POI001484,PO01484,P0074,331,5.35,1770.85
POI001485,PO01485,P0075,390,18.75,7312.5
POI001486,PO01486,P0075,389,17.22,6698.58
POI001487,PO01487,P0075,400,18.75,7500.0
POI001488,PO01488,P0075,393,17.22,6767.46
POI001489,PO01489,P0075,403,17.22,6939.66
POI001490,PO01490,P0075,395,17.22,6801.9
POI001491,PO01491,P0075,393,17.22,6767.46
POI001492,PO01492,P0075,397,17.22,6836.34
POI001493,PO01493,P0075,399,18.75,7481.25
POI001494,PO01494,P0075,388,18.75,7275.0
POI001495,PO01495,P0075,400,17.22,6888.0
POI001496,PO01496,P0075,409,18.75,7668.75
POI001497,PO01497,P0075,401,18.75,7518.75
POI001498,PO01498,P0075,393,18.75,7368.75
POI001499,PO01499,P0075,410,18.75,7687.5
POI001500,PO01500,P0075,392,17.22,6750.24
POI001501,PO01501,P0075,393,17.22,6767.46
POI001502,PO01502,P0075,404,17.22,6956.88
POI001503,PO01503,P0075,400,17.22,6888.0
POI001504,PO01504,P0075,396,17.22,6819.12
POI001505,PO01505,P0075,411,17.22,7077.42
POI001506,PO01506,P0076,81,5.83,472.23
POI001507,PO01507,P0076,103,5.83,600.49
POI001508,PO01508,P0076,79,5.83,460.57
POI001509,PO01509,P0076,82,5.83,478.06
POI001510,PO01510,P0076,80,5.83,466.4
POI001511,PO01511,P0076,96,5.83,559.68
POI001512,PO01512,P0076,76,5.83,443.08
POI001513,PO01513,P0076,83,5.83,483.89
POI001514,PO01514,P0076,79,5.83,460.57
POI001515,PO01515,P0076,87,5.83,507.21
POI001516,PO01516,P0076,84,5.83,489.72
POI001517,PO01517,P0076,99,5.83,577.17
POI001518,PO01518,P0076,85,5.83,495.55
POI001519,PO01519,P0076,90,5.83,524.7
POI001520,PO01520,P0076,96,5.83,559.68
POI001521,PO01521,P0076,89,5.83,518.87
POI001522,PO01522,P0076,85,5.83,495.55
POI001523,PO01523,P0076,91,5.83,530.53
POI001524,PO01524,P0076,79,5.83,460.57
POI001525,PO01525,P0076,86,5.83,501.38
POI001526,PO01526,P0076,90,5.83,524.7
POI001527,PO01527,P0076,106,5.83,617.98
POI001528,PO01528,P0076,88,5.83,513.04
POI001529,PO01529,P0076,92,5.83,536.36
POI001530,PO01530,P0076,96,5.83,559.68
POI001531,PO01531,P0076,82,5.83,478.06
POI001532,PO01532,P0076,85,5.83,495.55
POI001533,PO01533,P0076,91,5.83,530.53
POI001534,PO01534,P0076,95,5.83,553.85
POI001535,PO01535,P0076,89,5.83,518.87
POI001536,PO01536,P0076,91,5.83,530.53
POI001537,PO01537,P0076,89,5.83,518.87
POI001538,PO01538,P0076,80,5.83,466.4
POI001539,PO01539,P0076,97,5.83,565.51
POI001540,PO01540,P0076,78,5.83,454.74
POI001541,PO01541,P0076,81,5.83,472.23
POI001542,PO01542,P0076,86,5.83,501.38
POI001543,PO01543,P0076,88,5.83,513.04
POI001544,PO01544,P0076,84,5.83,489.72
POI001545,PO01545,P0076,77,5.83,448.91
POI001546,PO01546,P0076,78,5.83,454.74
POI001547,PO01547,P0076,80,5.83,466.4
POI001548,PO01548,P0076,81,5.83,472.23
POI001549,PO01549,P0076,92,5.83,536.36
POI001550,PO01550,P0076,78,5.83,454.74
POI001551,PO01551,P0076,77,5.83,448.91
POI001552,PO01552,P0076,81,5.83,472.23
POI001553,PO01553,P0076,79,5.83,460.57
POI001554,PO01554,P0076,91,5.83,530.53
POI001555,PO01555,P0076,78,5.83,454.74
POI001556,PO01556,P0076,86,5.83,501.38
POI001557,PO01557,P0076,95,5.83,553.85
POI001558,PO01558,P0076,84,5.83,489.72
POI001559,PO01559,P0076,84,5.83,489.72
POI001560,PO01560,P0076,84,5.83,489.72
POI001561,PO01561,P0076,87,5.83,507.21
POI001562,PO01562,P0076,90,5.83,524.7
POI001563,PO01563,P0076,89,5.83,518.87
POI001564,PO01564,P0076,87,5.83,507.21
POI001565,PO01565,P0076,86,5.83,501.38
POI001566,PO01566,P0076,78,5.83,454.74
POI001567,PO01567,P0076,87,5.83,507.21
POI001568,PO01568,P0076,78,5.83,454.74
POI001569,PO01569,P0076,89,5.83,518.87
POI001570,PO01570,P0076,83,5.83,483.89
POI001571,PO01571,P0076,78,5.83,454.74
POI001572,PO01572,P0076,84,5.83,489.72
POI001573,PO01573,P0076,78,5.83,454.74
POI001574,PO01574,P0076,97,5.83,565.51
POI001575,PO01575,P0076,78,5.83,454.74
POI001576,PO01576,P0076,93,5.83,542.19
POI001577,PO01577,P0076,94,5.83,548.02
POI001578,PO01578,P0076,76,5.83,443.08
POI001579,PO01579,P0076,88,5.83,513.04
POI001580,PO01580,P0076,86,5.83,501.38
POI001581,PO01581,P0076,77,5.83,448.91
POI001582,PO01582,P0076,82,5.83,478.06
POI001583,PO01583,P0076,80,5.83,466.4
POI001584,PO01584,P0076,93,5.83,542.19
POI001585,PO01585,P0076,89,5.83,518.87
POI001586,PO01586,P0076,79,5.83,460.57
POI001587,PO01587,P0077,80,2.54,203.2
POI001588,PO01588,P0077,82,2.54,208.28
POI001589,PO01589,P0077,82,2.54,208.28
POI001590,PO01590,P0077,94,2.54,238.76
POI001591,PO01591,P0077,91,2.54,231.14
POI001592,PO01592,P0077,91,2.54,231.14
POI001593,PO01593,P0077,81,2.54,205.74
POI001594,PO01594,P0077,93,2.54,236.22
POI001595,PO01595,P0077,94,2.54,238.76
POI001596,PO01596,P0077,82,2.54,208.28
POI001597,PO01597,P0077,92,2.54,233.68
POI001598,PO01598,P0077,87,2.54,220.98
POI001599,PO01599,P0077,92,2.54,233.68
POI001600,PO01600,P0077,89,2.54,226.06
POI001601,PO01601,P0077,85,2.54,215.9
POI001602,PO01602,P0077,83,2.54,210.82
POI001603,PO01603,P0077,82,2.54,208.28
POI001604,PO01604,P0077,84,2.54,213.36
POI001605,PO01605,P0077,87,2.54,220.98
POI001606,PO01606,P0077,80,2.54,203.2
POI001607,PO01607,P0077,80,2.54,203.2
POI001608,PO01608,P0077,86,2.54,218.44
POI001609,PO01609,P0077,83,2.54,210.82
POI001610,PO01610,P0077,85,2.54,215.9
POI001611,PO01611,P0077,85,2.54,215.9
POI001612,PO01612,P0077,83,2.54,210.82
POI001613,PO01613,P0077,87,2.54,220.98
POI001614,PO01614,P0077,80,2.54,203.2
POI001615,PO01615,P0077,83,2.54,210.82
POI001616,PO01616,P0077,80,2.54,203.2
POI001617,PO01617,P0077,92,2.54,233.68
POI001618,PO01618,P0077,86,2.54,218.44
POI001619,PO01619,P0077,86,2.54,218.44
POI001620,PO01620,P0077,88,2.54,223.52
POI001621,PO01621,P0077,80,2.54,203.2
POI001622,PO01622,P0077,85,2.54,215.9
POI001623,PO01623,P0077,85,2.54,215.9
POI001624,PO01624,P0077,84,2.54,213.36
POI001625,PO01625,P0077,85,2.54,215.9
POI001626,PO01626,P0077,84,2.54,213.36
POI001627,PO01627,P0077,81,2.54,205.74
POI001628,PO01628,P0077,84,2.54,213.36
POI001629,PO01629,P0077,90,2.54,228.6
POI001630,PO01630,P0077,95,2.54,241.3
POI001631,PO01631,P0078,406,14.66,5951.96
POI001632,PO01632,P0078,412,14.66,6039.92
POI001633,PO01633,P0078,394,14.66,5776.04
POI001634,PO01634,P0078,408,14.66,5981.28
POI001635,PO01635,P0078,397,14.66,5820.02
POI001636,PO01636,P0078,399,14.66,5849.34
POI001637,PO01637,P0078,402,14.66,5893.32
POI001638,PO01638,P0078,405,14.66,5937.3
POI001639,PO01639,P0078,403,14.66,5907.98
POI001640,PO01640,P0078,400,14.66,5864.0
POI001641,PO01641,P0078,402,14.66,5893.32
POI001642,PO01642,P0078,394,14.66,5776.04
POI001643,PO01643,P0078,400,14.66,5864.0
POI001644,PO01644,P0079,423,5.59,2364.57
POI001645,PO01645,P0079,425,6.93,2945.25
POI001646,PO01646,P0079,430,5.59,2403.7
POI001647,PO01647,P0079,429,5.59,2398.11
POI001648,PO01648,P0079,436,5.59,2437.24
POI001649,PO01649,P0079,427,6.93,2959.11
POI001650,PO01650,P0079,429,6.93,2972.97
POI001651,PO01651,P0079,428,6.93,2966.04
POI001652,PO01652,P0079,425,5.59,2375.75
POI001653,PO01653,P0079,423,5.59,2364.57
POI001654,PO01654,P0079,428,6.93,2966.04
POI001655,PO01655,P0080,241,12.36,2978.76
POI001656,PO01656,P0080,245,14.73,3608.85
POI001657,PO01657,P0080,235,12.36,2904.6
POI001658,PO01658,P0080,235,12.36,2904.6
POI001659,PO01659,P0080,237,12.36,2929.32
POI001660,PO01660,P0080,239,14.73,3520.47
POI001661,PO01661,P0080,242,12.36,2991.12
POI001662,PO01662,P0080,231,14.73,3402.63
POI001663,PO01663,P0080,235,12.36,2904.6
POI001664,PO01664,P0080,240,14.73,3535.2
POI001665,PO01665,P0080,249,14.73,3667.77
POI001666,PO01666,P0080,251,12.36,3102.36
POI001667,PO01667,P0080,251,14.73,3697.23
POI001668,PO01668,P0080,232,12.36,2867.52
POI001669,PO01669,P0080,249,14.73,3667.77
POI001670,PO01670,P0080,237,12.36,2929.32
POI001671,PO01671,P0080,252,14.73,3711.96
POI001672,PO01672,P0080,235,12.36,2904.6
POI001673,PO01673,P0080,249,12.36,3077.64
POI001674,PO01674,P0080,243,12.36,3003.48
POI001675,PO01675,P0080,244,14.73,3594.12
POI001676,PO01676,P0080,252,14.73,3711.96
POI001677,PO01677,P0080,249,12.36,3077.64
POI001678,PO01678,P0080,232,12.36,2867.52
POI001679,PO01679,P0080,239,14.73,3520.47
POI001680,PO01680,P0080,243,14.73,3579.39
POI001681,PO01681,P0080,236,14.73,3476.28
POI001682,PO01682,P0080,235,12.36,2904.6
POI001683,PO01683,P0080,247,12.36,3052.92
POI001684,PO01684,P0080,253,12.36,3127.08
POI001685,PO01685,P0080,246,12.36,3040.56
POI001686,PO01686,P0080,235,14.73,3461.55
POI001687,PO01687,P0081,375,8.12,3045.0
POI001688,PO01688,P0081,385,7.5,2887.5
POI001689,PO01689,P0081,379,7.5,2842.5
POI001690,PO01690,P0081,378,8.12,3069.36
POI001691,PO01691,P0081,374,7.5,2805.0
POI001692,PO01692,P0081,378,7.5,2835.0
POI001693,PO01693,P0081,388,7.5,2910.0
POI001694,PO01694,P0081,386,7.5,2895.0
POI001695,PO01695,P0081,375,7.5,2812.5
POI001696,PO01696,P0081,376,8.12,3053.12
POI001697,PO01697,P0081,378,8.12,3069.36
POI001698,PO01698,P0081,385,7.5,2887.5
POI001699,PO01699,P0082,435,2.36,1026.6
POI001700,PO01700,P0082,437,2.36,1031.32
POI001701,PO01701,P0082,439,3.05,1338.95
POI001702,PO01702,P0082,436,3.05,1329.8
POI001703,PO01703,P0082,440,3.05,1342.0
POI001704,PO01704,P0082,442,2.36,1043.12
POI001705,PO01705,P0082,436,3.05,1329.8
POI001706,PO01706,P0082,445,3.05,1357.25
POI001707,PO01707,P0082,437,3.05,1332.85
POI001708,PO01708,P0083,150,5.11,766.5
POI001709,PO01709,P0083,151,5.11,771.61
POI001710,PO01710,P0083,154,5.11,786.94
POI001711,PO01711,P0083,153,5.11,781.83
POI001712,PO01712,P0083,152,5.11,776.72
POI001713,PO01713,P0083,148,5.11,756.28
POI001714,PO01714,P0083,151,5.11,771.61
POI001715,PO01715,P0083,153,5.11,781.83
POI001716,PO01716,P0083,154,5.11,786.94
POI001717,PO01717,P0083,146,5.11,746.06
POI001718,PO01718,P0083,151,5.11,771.61
POI001719,PO01719,P0083,147,5.11,751.17
POI001720,PO01720,P0083,152,5.11,776.72
POI001721,PO01721,P0083,146,5.11,746.06
POI001722,PO01722,P0083,148,5.11,756.28
POI001723,PO01723,P0083,149,5.11,761.39
POI001724,PO01724,P0084,81,24.09,1951.29
POI001725,PO01725,P0084,88,24.09,2119.92
POI001726,PO01726,P0084,90,24.09,2168.1
POI001727,PO01727,P0084,84,24.09,2023.56
POI001728,PO01728,P0084,83,24.09,1999.47
POI001729,PO01729,P0084,85,24.09,2047.65
POI001730,PO01730,P0084,86,24.09,2071.74
POI001731,PO01731,P0084,81,24.09,1951.29
