po_id,order_date,store_id,supplier_id,status,total_units,total_cost
PO01141,2025-07-08,S01,SUP006,Received,173,2838.93
PO01142,2025-08-01,S01,SUP003,Received,173,2859.69
PO01143,2025-08-29,S01,SUP003,Received,171,2826.63
PO01144,2025-09-28,S01,SUP006,Received,172,2822.52
PO01145,2025-10-26,S01,SUP006,Received,170,2789.7
PO01146,2025-11-29,S01,SUP006,Received,176,2888.16
PO01147,2025-12-26,S01,SUP006,Received,174,2855.34
PO01148,2025-01-05,S01,SUP007,Received,133,1658.51
PO01149,2025-01-21,S01,SUP007,Received,135,1683.45
PO01150,2025-02-06,S01,SUP007,Received,141,1758.27
PO01151,2025-02-20,S01,SUP007,Received,132,1646.04
PO01152,2025-03-07,S01,SUP007,Received,136,1695.92
PO01153,2025-03-22,S01,SUP007,Received,142,1770.74
PO01154,2025-04-06,S01,SUP007,Received,138,1720.86
PO01155,2025-04-20,S01,SUP007,Received,135,1683.45
PO01156,2025-05-04,S01,SUP007,Received,132,1646.04
PO01157,2025-05-18,S01,SUP007,Received,139,1733.33
PO01158,2025-06-01,S01,SUP007,Received,139,1733.33
PO01159,2025-06-16,S01,SUP007,Received,140,1745.8
PO01160,2025-07-03,S01,SUP007,Received,132,1646.04
PO01161,2025-07-19,S01,SUP007,Received,141,1758.27
PO01162,2025-08-04,S01,SUP007,Received,138,1720.86
PO01163,2025-08-20,S01,SUP007,Received,136,1695.92
PO01164,2025-09-08,S01,SUP007,Received,137,1708.39
PO01165,2025-09-29,S01,SUP007,Received,135,1683.45
PO01166,2025-10-19,S01,SUP007,Received,135,1683.45
PO01167,2025-11-06,S01,SUP007,Received,133,1658.51
PO01168,2025-11-22,S01,SUP007,Received,134,1670.98
PO01169,2025-12-08,S01,SUP007,Received,138,1720.86
PO01170,2025-12-25,S01,SUP007,Received,138,1720.86
PO01171,2025-01-12,S01,SUP010,Received,345,6651.6
PO01172,2025-01-27,S01,SUP002,Received,346,5940.82
PO01173,2025-02-12,S01,SUP010,Received,343,6613.04
PO01174,2025-02-27,S01,SUP002,Received,344,5906.48
PO01175,2025-03-14,S01,SUP002,Received,346,5940.82
PO01176,2025-03-28,S01,SUP002,Received,346,5940.82
PO01177,2025-04-12,S01,SUP002,Received,343,5889.31
PO01178,2025-04-26,S01,SUP010,Received,346,6670.88
PO01179,2025-05-10,S01,SUP010,Received,345,6651.6
PO01180,2025-05-25,S01,SUP002,Received,341,5854.97
PO01181,2025-06-10,S01,SUP010,Received,346,6670.88
PO01182,2025-06-27,S01,SUP010,Received,346,6670.88
PO01183,2025-07-14,S01,SUP010,Received,342,6593.76
PO01184,2025-08-02,S01,SUP010,Received,345,6651.6
PO01185,2025-08-20,S01,SUP002,Received,338,5803.46
PO01186,2025-09-06,S01,SUP002,Received,338,5803.46
PO01187,2025-09-24,S01,SUP010,Received,342,6593.76
PO01188,2025-10-14,S01,SUP002,Received,346,5940.82
PO01189,2025-11-02,S01,SUP002,Received,346,5940.82
PO01190,2025-11-22,S01,SUP010,Received,346,6670.88
PO01191,2025-12-10,S01,SUP002,Received,337,5786.29
PO01192,2025-12-27,S01,SUP002,Received,346,5940.82
PO01193,2025-03-29,S01,SUP006,Received,400,2216.0
PO01194,2025-07-20,S01,SUP006,Received,397,2199.38
PO01195,2025-11-24,S01,SUP006,Received,400,2216.0
PO01196,2025-01-24,S01,SUP002,Received,484,6897.0
PO01197,2025-02-23,S01,SUP002,Received,484,6897.0
PO01198,2025-03-22,S01,SUP002,Received,484,6897.0
PO01199,2025-04-17,S01,SUP002,Received,484,6897.0
PO01200,2025-05-13,S01,SUP002,Received,484,6897.0
PO01201,2025-06-06,S01,SUP002,Received,483,6882.75
PO01202,2025-07-07,S01,SUP002,Received,484,6897.0
PO01203,2025-08-09,S01,SUP002,Received,484,6897.0
PO01204,2025-09-12,S01,SUP002,Received,480,6840.0
PO01205,2025-10-21,S01,SUP002,Received,481,6854.25
PO01206,2025-11-23,S01,SUP002,Received,484,6897.0
PO01207,2025-12-26,S01,SUP002,Received,484,6897.0
PO01208,2025-01-06,S01,SUP003,Received,114,2023.5
PO01209,2025-01-20,S01,SUP003,Received,111,1970.25
PO01210,2025-02-01,S01,SUP010,Received,116,2115.84
PO01211,2025-02-14,S01,SUP003,Received,111,1970.25
PO01212,2025-02-26,S01,SUP001,Received,123,1719.54
PO01213,2025-03-11,S01,SUP010,Received,114,2079.36
PO01214,2025-03-24,S01,SUP010,Received,108,1969.92
PO01215,2025-04-06,S01,SUP001,Received,117,1635.66
PO01216,2025-04-17,S01,SUP003,Received,111,1970.25
PO01217,2025-05-01,S01,SUP010,Received,111,2024.64
PO01218,2025-05-13,S01,SUP010,Received,117,2134.08
PO01219,2025-05-26,S01,SUP010,Received,117,2134.08
PO01220,2025-06-07,S01,SUP010,Received,115,2097.6
PO01221,2025-06-22,S01,SUP001,Received,114,1593.72
PO01222,2025-07-05,S01,SUP001,Received,114,1593.72
PO01223,2025-07-19,S01,SUP001,Received,110,1537.8
PO01224,2025-08-01,S01,SUP010,Received,111,2024.64
PO01225,2025-08-15,S01,SUP010,Received,109,1988.16
PO01226,2025-08-30,S01,SUP001,Received,109,1523.82
PO01227,2025-09-15,S01,SUP010,Received,112,2042.88
PO01228,2025-09-30,S01,SUP001,Received,110,1537.8
PO01229,2025-10-19,S01,SUP010,Received,114,2079.36
PO01230,2025-11-03,S01,SUP001,Received,109,1523.82
PO01231,2025-11-19,S01,SUP001,Received,109,1523.82
PO01232,2025-12-03,S01,SUP003,Received,112,1988.0
PO01233,2025-12-17,S01,SUP003,Received,113,2005.75
PO01234,2025-01-17,S01,SUP008,Received,186,3738.6
PO01235,2025-02-05,S01,SUP008,Received,184,3698.4
PO01236,2025-02-24,S01,SUP006,Received,186,4160.82
PO01237,2025-03-15,S01,SUP008,Received,183,3678.3
PO01238,2025-04-04,S01,SUP008,Received,189,3798.9
PO01239,2025-04-21,S01,SUP008,Received,186,3738.6
PO01240,2025-05-10,S01,SUP008,Received,187,3758.7
PO01241,2025-05-30,S01,SUP008,Received,188,3778.8
PO01242,2025-06-16,S01,SUP006,Received,183,4093.71
PO01243,2025-07-05,S01,SUP008,Received,182,3658.2
PO01244,2025-07-28,S01,SUP008,Received,183,3678.3
PO01245,2025-08-23,S01,SUP008,Received,182,3658.2
PO01246,2025-09-17,S01,SUP008,Received,183,3678.3
PO01247,2025-10-14,S01,SUP008,Received,184,3698.4
PO01248,2025-11-07,S01,SUP006,Received,182,4071.34
PO01249,2025-11-29,S01,SUP006,Received,188,4205.56
PO01250,2025-12-20,S01,SUP006,Received,186,4160.82
PO01251,2025-01-14,S01,SUP001,Received,222,284.16
PO01252,2025-02-01,S01,SUP001,Received,228,291.84
PO01253,2025-02-20,S01,SUP001,Received,219,280.32
PO01254,2025-03-08,S01,SUP001,Received,220,281.6
PO01255,2025-03-24,S01,SUP001,Received,222,284.16
PO01256,2025-04-11,S01,SUP001,Received,219,280.32
PO01257,2025-04-30,S01,SUP001,Received,215,275.2
PO01258,2025-05-17,S01,SUP001,Received,226,289.28
PO01259,2025-06-04,S01,SUP001,Received,224,286.72
PO01260,2025-06-22,S01,SUP001,Received,219,280.32
PO01261,2025-07-10,S01,SUP001,Received,216,276.48
PO01262,2025-07-28,S01,SUP001,Received,220,281.6
PO01263,2025-08-21,S01,SUP001,Received,219,280.32
PO01264,2025-09-14,S01,SUP001,Received,216,276.48
PO01265,2025-10-05,S01,SUP001,Received,216,276.48
PO01266,2025-10-28,S01,SUP001,Received,220,281.6
PO01267,2025-11-19,S01,SUP001,Received,217,277.76
PO01268,2025-12-11,S01,SUP001,Received,213,272.64
PO01269,2025-12-31,S01,SUP001,Received,223,285.44
PO01270,2025-01-05,S01,SUP005,Received,279,225.99
PO01271,2025-01-23,S01,SUP005,Received,284,230.04
PO01272,2025-02-10,S01,SUP005,Received,280,226.8
PO01273,2025-03-01,S01,SUP005,Received,271,219.51
PO01274,2025-03-17,S01,SUP005,Received,270,218.7
PO01275,2025-04-04,S01,SUP005,Received,280,226.8
PO01276,2025-04-21,S01,SUP005,Received,278,225.18
PO01277,2025-05-07,S01,SUP005,Received,278,225.18
PO01278,2025-05-24,S01,SUP005,Received,273,221.13
PO01279,2025-06-11,S01,SUP005,Received,271,219.51
PO01280,2025-06-28,S01,SUP005,Received,271,219.51
PO01281,2025-07-18,S01,SUP005,Received,277,224.37
PO01282,2025-08-09,S01,SUP005,Received,276,223.56
PO01283,2025-08-30,S01,SUP005,Received,272,220.32
PO01284,2025-09-20,S01,SUP005,Received,274,221.94
PO01285,2025-10-17,S01,SUP005,Received,285,230.85
PO01286,2025-11-08,S01,SUP005,Received,277,224.37
PO01287,2025-12-01,S01,SUP005,Received,270,218.7
PO01288,2025-12-22,S01,SUP005,Received,275,222.75
PO01289,2025-01-12,S01,SUP008,Received,129,2877.99
PO01290,2025-02-11,S01,SUP004,Received,125,2841.25
PO01291,2025-03-13,S01,SUP005,Received,125,2208.75
PO01292,2025-04-11,S01,SUP008,Received,126,2811.06
PO01293,2025-05-07,S01,SUP004,Received,128,2909.44
PO01294,2025-06-05,S01,SUP005,Received,125,2208.75
PO01295,2025-07-06,S01,SUP005,Received,129,2279.43
PO01296,2025-08-09,S01,SUP008,Received,130,2900.3
PO01297,2025-09-12,S01,SUP008,Received,126,2811.06
PO01298,2025-10-20,S01,SUP004,Received,126,2863.98
PO01299,2025-11-22,S01,SUP005,Received,127,2244.09
PO01300,2025-12-21,S01,SUP004,Received,125,2841.25
PO01301,2025-02-02,S01,SUP009,Received,388,5792.84
PO01302,2025-03-15,S01,SUP010,Received,393,4888.92
PO01303,2025-04-25,S01,SUP009,Received,391,5837.63
PO01304,2025-06-02,S01,SUP010,Received,387,4814.28
PO01305,2025-07-16,S01,SUP009,Received,389,5807.77
PO01306,2025-09-05,S01,SUP005,Received,387,5243.85
PO01307,2025-10-26,S01,SUP010,Received,387,4814.28
PO01308,2025-12-12,S01,SUP009,Received,382,5703.26
PO01309,2025-01-21,S01,SUP006,Received,146,522.68
PO01310,2025-02-14,S01,SUP006,Received,151,540.58
PO01311,2025-03-06,S01,SUP006,Received,150,537.0
PO01312,2025-03-29,S01,SUP003,Received,148,553.52
PO01313,2025-04-20,S01,SUP003,Received,144,538.56
PO01314,2025-05-15,S01,SUP008,Received,146,581.08
PO01315,2025-06-09,S01,SUP008,Received,149,593.02
PO01316,2025-07-05,S01,SUP003,Received,143,534.82
PO01317,2025-08-01,S01,SUP003,Received,147,549.78
PO01318,2025-08-30,S01,SUP008,Received,145,577.1
PO01319,2025-09-25,S01,SUP003,Received,144,538.56
PO01320,2025-10-28,S01,SUP008,Received,144,573.12
PO01321,2025-11-26,S01,SUP008,Received,144,573.12
PO01322,2025-12-27,S01,SUP003,Received,149,557.26
PO01323,2025-01-14,S01,SUP008,Received,275,2345.75
PO01324,2025-02-21,S01,SUP002,Received,273,2096.64
PO01325,2025-03-27,S01,SUP008,Received,275,2345.75
PO01326,2025-04-28,S01,SUP002,Received,274,2104.32
PO01327,2025-06-05,S01,SUP008,Received,273,2328.69
PO01328,2025-07-19,S01,SUP008,Received,276,2354.28
PO01329,2025-08-28,S01,SUP002,Received,276,2119.68
PO01330,2025-10-16,S01,SUP008,Received,276,2354.28
PO01331,2025-12-05,S01,SUP002,Received,273,2096.64
PO01332,2025-01-14,S01,SUP007,Received,493,3781.31
PO01333,2025-02-06,S01,SUP007,Received,496,3804.32
PO01334,2025-02-28,S01,SUP007,Received,494,3788.98
PO01335,2025-03-21,S01,SUP007,Received,496,3804.32
PO01336,2025-04-11,S01,SUP007,Received,496,3804.32
PO01337,2025-05-03,S01,SUP007,Received,496,3804.32
PO01338,2025-05-25,S01,SUP007,Received,496,3804.32
PO01339,2025-06-19,S01,SUP007,Received,496,3804.32
PO01340,2025-07-12,S01,SUP007,Received,496,3804.32
PO01341,2025-08-07,S01,SUP007,Received,495,3796.65
PO01342,2025-09-02,S01,SUP007,Received,488,3742.96
PO01343,2025-09-29,S01,SUP007,Received,496,3804.32
PO01344,2025-10-29,S01,SUP007,Received,494,3788.98
PO01345,2025-11-24,S01,SUP007,Received,493,3781.31
PO01346,2025-12-21,S01,SUP007,Received,496,3804.32
PO01347,2025-01-04,S01,SUP003,Received,75,761.25
PO01348,2025-01-09,S01,SUP003,Received,74,751.1
PO01349,2025-01-15,S01,SUP010,Received,86,1010.5
PO01350,2025-01-21,S01,SUP010,Received,78,916.5
PO01351,2025-01-27,S01,SUP005,Received,79,1009.62
PO01352,2025-02-02,S01,SUP003,Received,83,842.45
PO01353,2025-02-07,S01,SUP005,Received,78,996.84
PO01354,2025-02-12,S01,SUP010,Received,87,1022.25
PO01355,2025-02-17,S01,SUP005,Received,79,1009.62
PO01356,2025-02-23,S01,SUP003,Received,90,913.5
PO01357,2025-03-01,S01,SUP003,Received,84,852.6
PO01358,2025-03-07,S01,SUP003,Received,77,781.55
PO01359,2025-03-13,S01,SUP005,Received,83,1060.74
PO01360,2025-03-18,S01,SUP010,Received,84,987.0
PO01361,2025-03-23,S01,SUP010,Received,81,951.75
PO01362,2025-03-29,S01,SUP003,Received,87,883.05
PO01363,2025-04-03,S01,SUP005,Received,79,1009.62
PO01364,2025-04-07,S01,SUP003,Received,78,791.7
PO01365,2025-04-12,S01,SUP003,Received,76,771.4
PO01366,2025-04-17,S01,SUP010,Received,80,940.0
PO01367,2025-04-23,S01,SUP005,Received,80,1022.4
PO01368,2025-04-28,S01,SUP005,Received,77,984.06
PO01369,2025-05-04,S01,SUP010,Received,82,963.5
PO01370,2025-05-09,S01,SUP005,Received,80,1022.4
PO01371,2025-05-15,S01,SUP010,Received,84,987.0
PO01372,2025-05-20,S01,SUP005,Received,73,932.94
PO01373,2025-05-26,S01,SUP003,Received,80,812.0
PO01374,2025-05-31,S01,SUP003,Received,76,771.4
PO01375,2025-06-06,S01,SUP005,Received,82,1047.96
PO01376,2025-06-11,S01,SUP005,Received,82,1047.96
PO01377,2025-06-16,S01,SUP010,Received,77,904.75
PO01378,2025-06-21,S01,SUP010,Received,82,963.5
PO01379,2025-06-27,S01,SUP010,Received,80,940.0
PO01380,2025-07-03,S01,SUP010,Received,81,951.75
PO01381,2025-07-09,S01,SUP003,Received,76,771.4
PO01382,2025-07-16,S01,SUP003,Received,81,822.15
PO01383,2025-07-23,S01,SUP010,Received,80,940.0
PO01384,2025-07-29,S01,SUP010,Received,86,1010.5
PO01385,2025-08-03,S01,SUP010,Received,81,951.75
PO01386,2025-08-09,S01,SUP005,Received,88,1124.64
PO01387,2025-08-15,S01,SUP003,Received,84,852.6
PO01388,2025-08-22,S01,SUP010,Received,73,857.75
PO01389,2025-08-28,S01,SUP005,Received,76,971.28
PO01390,2025-09-04,S01,SUP005,Received,74,945.72
PO01391,2025-09-11,S01,SUP010,Received,87,1022.25
PO01392,2025-09-18,S01,SUP003,Received,73,740.95
PO01393,2025-09-25,S01,SUP005,Received,82,1047.96
PO01394,2025-10-03,S01,SUP005,Received,83,1060.74
PO01395,2025-10-09,S01,SUP005,Received,73,932.94
PO01396,2025-10-16,S01,SUP005,Received,78,996.84
PO01397,2025-10-21,S01,SUP010,Received,74,869.5
PO01398,2025-10-27,S01,SUP005,Received,77,984.06
PO01399,2025-11-02,S01,SUP010,Received,74,869.5
PO01400,2025-11-08,S01,SUP005,Received,76,971.28
PO01401,2025-11-15,S01,SUP003,Received,86,872.9
PO01402,2025-11-21,S01,SUP003,Received,77,781.55
PO01403,2025-11-27,S01,SUP010,Received,77,904.75
PO01404,2025-12-04,S01,SUP010,Received,84,987.0
PO01405,2025-12-10,S01,SUP003,Received,75,761.25
PO01406,2025-12-16,S01,SUP010,Received,78,916.5
PO01407,2025-12-21,S01,SUP010,Received,80,940.0
PO01408,2025-12-28,S01,SUP010,Received,82,963.5
PO01409,2025-01-04,S01,SUP009,Received,171,2789.01
PO01410,2025-01-16,S01,SUP010,Received,177,2474.46
PO01411,2025-01-27,S01,SUP009,Received,177,2886.87
PO01412,2025-02-06,S01,SUP009,Received,170,2772.7
PO01413,2025-02-16,S01,SUP009,Received,177,2886.87
PO01414,2025-02-26,S01,SUP009,Received,173,2821.63
PO01415,2025-03-09,S01,SUP010,Received,177,2474.46
PO01416,2025-03-19,S01,SUP010,Received,177,2474.46
PO01417,2025-03-29,S01,SUP009,Received,177,2886.87
PO01418,2025-04-07,S01,SUP009,Received,174,2837.94
PO01419,2025-04-17,S01,SUP010,Received,177,2474.46
PO01420,2025-04-27,S01,SUP009,Received,177,2886.87
PO01421,2025-05-09,S01,SUP009,Received,173,2821.63
PO01422,2025-05-19,S01,SUP010,Received,176,2460.48
PO01423,2025-05-30,S01,SUP010,Received,174,2432.52
PO01424,2025-06-12,S01,SUP009,Received,169,2756.39
PO01425,2025-06-25,S01,SUP010,Received,175,2446.5
PO01426,2025-07-05,S01,SUP009,Received,177,2886.87
PO01427,2025-07-16,S01,SUP009,Received,177,2886.87
PO01428,2025-07-28,S01,SUP009,Received,177,2886.87
PO01429,2025-08-08,S01,SUP009,Received,177,2886.87
PO01430,2025-08-19,S01,SUP010,Received,177,2474.46
PO01431,2025-08-30,S01,SUP009,Received,167,2723.77
PO01432,2025-09-13,S01,SUP010,Received,176,2460.48
PO01433,2025-09-25,S01,SUP010,Received,172,2404.56
PO01434,2025-10-07,S01,SUP010,Received,167,2334.66
PO01435,2025-10-19,S01,SUP009,Received,177,2886.87
PO01436,2025-11-02,S01,SUP009,Received,177,2886.87
PO01437,2025-11-14,S01,SUP010,Received,171,2390.58
PO01438,2025-11-25,S01,SUP009,Received,168,2740.08
PO01439,2025-12-06,S01,SUP009,Received,175,2854.25
PO01440,2025-12-17,S01,SUP010,Received,170,2376.6
PO01441,2025-12-28,S01,SUP010,Received,170,2376.6
PO01442,2025-01-11,S01,SUP001,Received,323,2739.04
PO01443,2025-01-27,S01,SUP001,Received,330,2798.4
PO01444,2025-02-11,S01,SUP010,Received,320,3395.2
PO01445,2025-02-26,S01,SUP002,Received,321,3270.99
PO01446,2025-03-12,S01,SUP002,Received,320,3260.8
PO01447,2025-03-28,S01,SUP002,Received,319,3250.61
PO01448,2025-04-12,S01,SUP010,Received,323,3427.03
PO01449,2025-04-27,S01,SUP010,Received,324,3437.64
PO01450,2025-05-12,S01,SUP010,Received,320,3395.2
PO01451,2025-05-28,S01,SUP002,Received,318,3240.42
PO01452,2025-06-13,S01,SUP002,Received,321,3270.99
PO01453,2025-06-30,S01,SUP002,Received,323,3291.37
PO01454,2025-07-17,S01,SUP010,Received,328,3480.08
PO01455,2025-08-04,S01,SUP002,Received,332,3383.08
PO01456,2025-08-23,S01,SUP001,Received,319,2705.12
PO01457,2025-09-11,S01,SUP001,Received,335,2840.8
PO01458,2025-10-01,S01,SUP010,Received,328,3480.08
PO01459,2025-10-21,S01,SUP001,Received,333,2823.84
PO01460,2025-11-10,S01,SUP002,Received,319,3250.61
PO01461,2025-11-26,S01,SUP002,Received,326,3321.94
PO01462,2025-12-15,S01,SUP010,Received,325,3448.25
PO01463,2025-01-06,S01,SUP007,Received,316,1561.04
PO01464,2025-01-22,S01,SUP005,Received,328,1849.92
PO01465,2025-02-08,S01,SUP007,Received,319,1575.86
PO01466,2025-02-22,S01,SUP007,Received,324,1600.56
PO01467,2025-03-09,S01,SUP008,Received,329,1760.15
PO01468,2025-03-24,S01,SUP007,Received,323,1595.62
PO01469,2025-04-09,S01,SUP007,Received,332,1640.08
PO01470,2025-04-23,S01,SUP008,Received,332,1776.2
PO01471,2025-05-07,S01,SUP007,Received,332,1640.08
PO01472,2025-05-23,S01,SUP007,Received,332,1640.08
PO01473,2025-06-07,S01,SUP005,Received,331,1866.84
PO01474,2025-06-24,S01,SUP008,Received,319,1706.65
PO01475,2025-07-10,S01,SUP008,Received,325,1738.75
PO01476,2025-07-27,S01,SUP005,Received,321,1810.44
PO01477,2025-08-15,S01,SUP005,Received,318,1793.52
PO01478,2025-09-01,S01,SUP005,Received,332,1872.48
PO01479,2025-09-20,S01,SUP008,Received,317,1695.95
PO01480,2025-10-11,S01,SUP007,Received,322,1590.68
PO01481,2025-11-02,S01,SUP007,Received,328,1620.32
PO01482,2025-11-20,S01,SUP005,Received,321,1810.44
PO01483,2025-12-08,S01,SUP007,Received,327,1615.38
PO01484,2025-12-26,S01,SUP008,Received,331,1770.85
PO01485,2025-01-13,S01,SUP007,Received,390,7312.5
PO01486,2025-01-31,S01,SUP003,Received,389,6698.58
PO01487,2025-02-16,S01,SUP007,Received,400,7500.0
PO01488,2025-03-03,S01,SUP003,Received,393,6767.46
PO01489,2025-03-18,S01,SUP003,Received,403,6939.66
PO01490,2025-04-03,S01,SUP003,Received,395,6801.9
PO01491,2025-04-17,S01,SUP003,Received,393,6767.46
PO01492,2025-05-03,S01,SUP003,Received,397,6836.34
PO01493,2025-05-19,S01,SUP007,Received,399,7481.25
PO01494,2025-06-04,S01,SUP007,Received,388,7275.0
PO01495,2025-06-21,S01,SUP003,Received,400,6888.0
PO01496,2025-07-10,S01,SUP007,Received,409,7668.75
PO01497,2025-07-29,S01,SUP007,Received,401,7518.75
PO01498,2025-08-15,S01,SUP007,Received,393,7368.75
PO01499,2025-09-03,S01,SUP007,Received,410,7687.5
PO01500,2025-09-23,S01,SUP003,Received,392,6750.24
PO01501,2025-10-14,S01,SUP003,Received,393,6767.46
PO01502,2025-11-02,S01,SUP003,Received,404,6956.88
PO01503,2025-11-22,S01,SUP003,Received,400,6888.0
PO01504,2025-12-10,S01,SUP003,Received,396,6819.12
PO01505,2025-12-27,S01,SUP003,Received,411,7077.42
PO01506,2025-01-01,S01,SUP001,Received,81,472.23
PO01507,2025-01-05,S01,SUP001,Received,103,600.49
PO01508,2025-01-09,S01,SUP001,Received,79,460.57
PO01509,2025-01-13,S01,SUP001,Received,82,478.06
PO01510,2025-01-17,S01,SUP001,Received,80,466.4
PO01511,2025-01-21,S01,SUP001,Received,96,559.68
PO01512,2025-01-25,S01,SUP001,Received,76,443.08
PO01513,2025-01-29,S01,SUP001,Received,83,483.89
PO01514,2025-02-02,S01,SUP001,Received,79,460.57
PO01515,2025-02-07,S01,SUP001,Received,87,507.21
PO01516,2025-02-11,S01,SUP001,Received,84,489.72
PO01517,2025-02-15,S01,SUP001,Received,99,577.17
PO01518,2025-02-20,S01,SUP001,Received,85,495.55
PO01519,2025-02-24,S01,SUP001,Received,90,524.7
PO01520,2025-03-01,S01,SUP001,Received,96,559.68
PO01521,2025-03-05,S01,SUP001,Received,89,518.87
PO01522,2025-03-09,S01,SUP001,Received,85,495.55
PO01523,2025-03-14,S01,SUP001,Received,91,530.53
PO01524,2025-03-17,S01,SUP001,Received,79,460.57
PO01525,2025-03-21,S01,SUP001,Received,86,501.38
PO01526,2025-03-25,S01,SUP001,Received,90,524.7
PO01527,2025-03-29,S01,SUP001,Received,106,617.98
PO01528,2025-04-02,S01,SUP001,Received,88,513.04
PO01529,2025-04-06,S01,SUP001,Received,92,536.36
PO01530,2025-04-10,S01,SUP001,Received,96,559.68
PO01531,2025-04-14,S01,SUP001,Received,82,478.06
PO01532,2025-04-19,S01,SUP001,Received,85,495.55
PO01533,2025-04-23,S01,SUP001,Received,91,530.53
PO01534,2025-04-27,S01,SUP001,Received,95,553.85
PO01535,2025-05-01,S01,SUP001,Received,89,518.87
PO01536,2025-05-05,S01,SUP001,Received,91,530.53
PO01537,2025-05-09,S01,SUP001,Received,89,518.87
PO01538,2025-05-13,S01,SUP001,Received,80,466.4
PO01539,2025-05-17,S01,SUP001,Received,97,565.51
PO01540,2025-05-21,S01,SUP001,Received,78,454.74
PO01541,2025-05-25,S01,SUP001,Received,81,472.23
PO01542,2025-05-29,S01,SUP001,Received,86,501.38
PO01543,2025-06-02,S01,SUP001,Received,88,513.04
PO01544,2025-06-06,S01,SUP001,Received,84,489.72
PO01545,2025-06-10,S01,SUP001,Received,77,448.91
PO01546,2025-06-14,S01,SUP001,Received,78,454.74
PO01547,2025-06-18,S01,SUP001,Received,80,466.4
PO01548,2025-06-22,S01,SUP001,Received,81,472.23
PO01549,2025-06-26,S01,SUP001,Received,92,536.36
PO01550,2025-07-01,S01,SUP001,Received,78,454.74
PO01551,2025-07-05,S01,SUP001,Received,77,448.91
PO01552,2025-07-08,S01,SUP001,Received,81,472.23
PO01553,2025-07-13,S01,SUP001,Received,79,460.57
PO01554,2025-07-18,S01,SUP001,Received,91,530.53
PO01555,2025-07-23,S01,SUP001,Received,78,454.74
PO01556,2025-07-29,S01,SUP001,Received,86,501.38
PO01557,2025-08-03,S01,SUP001,Received,95,553.85
PO01558,2025-08-08,S01,SUP001,Received,84,489.72
PO01559,2025-08-13,S01,SUP001,Received,84,489.72
PO01560,2025-08-19,S01,SUP001,Received,84,489.72
PO01561,2025-08-24,S01,SUP001,Received,87,507.21
PO01562,2025-08-30,S01,SUP001,Received,90,524.7
PO01563,2025-09-04,S01,SUP001,Received,89,518.87
PO01564,2025-09-09,S01,SUP001,Received,87,507.21
PO01565,2025-09-14,S01,SUP001,Received,86,501.38
PO01566,2025-09-19,S01,SUP001,Received,78,454.74
PO01567,2025-09-25,S01,SUP001,Received,87,507.21
PO01568,2025-09-30,S01,SUP001,Received,78,454.74
PO01569,2025-10-06,S01,SUP001,Received,89,518.87
PO01570,2025-10-11,S01,SUP001,Received,83,483.89
PO01571,2025-10-15,S01,SUP001,Received,78,454.74
PO01572,2025-10-20,S01,SUP001,Received,84,489.72
PO01573,2025-10-25,S01,SUP001,Received,78,454.74
PO01574,2025-10-31,S01,SUP001,Received,97,565.51
PO01575,2025-11-05,S01,SUP001,Received,78,454.74
PO01576,2025-11-10,S01,SUP001,Received,93,542.19
PO01577,2025-11-15,S01,SUP001,Received,94,548.02
PO01578,2025-11-20,S01,SUP001,Received,76,443.08
PO01579,2025-11-26,S01,SUP001,Received,88,513.04
PO01580,2025-12-01,S01,SUP001,Received,86,501.38
PO01581,2025-12-06,S01,SUP001,Received,77,448.91
PO01582,2025-12-10,S01,SUP001,Received,82,478.06
PO01583,2025-12-14,S01,SUP001,Received,80,466.4
PO01584,2025-12-20,S01,SUP001,Received,93,542.19
PO01585,2025-12-25,S01,SUP001,Received,89,518.87
PO01586,2025-12-29,S01,SUP001,Received,79,460.57
PO01587,2025-01-05,S01,SUP006,Received,80,203.2
PO01588,2025-01-11,S01,SUP006,Received,82,208.28
PO01589,2025-01-18,S01,SUP006,Received,82,208.28
PO01590,2025-01-25,S01,SUP006,Received,94,238.76
PO01591,2025-02-02,S01,SUP006,Received,91,231.14
PO01592,2025-02-10,S01,SUP006,Received,91,231.14
PO01593,2025-02-16,S01,SUP006,Received,81,205.74
PO01594,2025-02-24,S01,SUP006,Received,93,236.22
PO01595,2025-03-03,S01,SUP006,Received,94,238.76
PO01596,2025-03-10,S01,SUP006,Received,82,208.28
PO01597,2025-03-16,S01,SUP006,Received,92,233.68
PO01598,2025-03-24,S01,SUP006,Received,87,220.98
PO01599,2025-04-01,S01,SUP006,Received,92,233.68
PO01600,2025-04-09,S01,SUP006,Received,89,226.06
PO01601,2025-04-18,S01,SUP006,Received,85,215.9
PO01602,2025-04-26,S01,SUP006,Received,83,210.82
PO01603,2025-05-03,S01,SUP006,Received,82,208.28
PO01604,2025-05-10,S01,SUP006,Received,84,213.36
PO01605,2025-05-17,S01,SUP006,Received,87,220.98
PO01606,2025-05-24,S01,SUP006,Received,80,203.2
PO01607,2025-05-31,S01,SUP006,Received,80,203.2
PO01608,2025-06-08,S01,SUP006,Received,86,218.44
PO01609,2025-06-17,S01,SUP006,Received,83,210.82
PO01610,2025-06-27,S01,SUP006,Received,85,215.9
PO01611,2025-07-04,S01,SUP006,Received,85,215.9
PO01612,2025-07-12,S01,SUP006,Received,83,210.82
