date,store_id,product_id,opening_stock,units_sold,received_qty,closing_stock,available_stock,stockout_flag
2025-11-28,S01,P0119,83,15,0,68,68,0
2025-11-29,S01,P0119,68,20,0,48,48,0
2025-11-30,S01,P0119,48,27,165,186,186,0
2025-12-01,S01,P0119,186,16,0,170,170,0
2025-12-02,S01,P0119,170,18,0,152,152,0
2025-12-03,S01,P0119,152,14,0,138,138,0
2025-12-04,S01,P0119,138,21,0,117,117,0
2025-12-05,S01,P0119,117,18,0,99,99,0
2025-12-06,S01,P0119,99,26,0,73,73,0
2025-12-07,S01,P0119,73,27,0,46,46,0
2025-12-08,S01,P0119,46,16,72,102,102,0
2025-12-09,S01,P0119,102,15,0,87,87,0
2025-12-10,S01,P0119,87,17,0,70,70,0
2025-12-11,S01,P0119,70,15,0,55,55,0
2025-12-12,S01,P0119,55,18,184,221,221,0
2025-12-13,S01,P0119,221,22,0,199,199,0
2025-12-14,S01,P0119,199,27,0,172,172,0
2025-12-15,S01,P0119,172,16,0,156,156,0
2025-12-16,S01,P0119,156,20,0,136,136,0
2025-12-17,S01,P0119,136,21,0,115,115,0
2025-12-18,S01,P0119,115,18,0,97,97,0
2025-12-19,S01,P0119,97,18,0,79,79,0
2025-12-20,S01,P0119,79,18,0,61,61,0
2025-12-21,S01,P0119,61,27,0,34,34,0
2025-12-22,S01,P0119,34,15,98,117,117,0
2025-12-23,S01,P0119,117,17,0,100,100,0
2025-12-24,S01,P0119,100,18,0,82,82,0
2025-12-25,S01,P0119,82,19,0,63,63,0
2025-12-26,S01,P0119,63,18,0,45,45,0
2025-12-27,S01,P0119,45,25,68,88,88,0
2025-12-28,S01,P0119,88,27,0,61,61,0
2025-12-29,S01,P0119,61,15,0,46,46,0
2025-12-30,S01,P0119,46,22,103,127,127,0
2025-12-31,S01,P0119,127,22,0,105,105,0
2025-01-01,S01,P0120,80,26,0,54,54,0
2025-01-02,S01,P0120,54,24,0,30,30,0
2025-01-03,S01,P0120,30,22,62,70,70,0
2025-01-04,S01,P0120,70,31,0,39,39,0
2025-01-05,S01,P0120,39,26,140,153,153,0
2025-01-06,S01,P0120,153,28,0,125,125,0
2025-01-07,S01,P0120,125,28,0,97,97,0
2025-01-08,S01,P0120,97,22,0,75,75,0
2025-01-09,S01,P0120,75,22,0,53,53,0
2025-01-10,S01,P0120,53,21,0,32,32,0
2025-01-11,S01,P0120,32,23,84,93,93,0
2025-01-12,S01,P0120,93,29,0,64,64,0
2025-01-13,S01,P0120,64,22,0,42,42,0
2025-01-14,S01,P0120,42,18,177,201,201,0
2025-01-15,S01,P0120,201,29,0,172,172,0
2025-01-16,S01,P0120,172,28,0,144,144,0
2025-01-17,S01,P0120,144,26,0,118,118,0
2025-01-18,S01,P0120,118,33,0,85,85,0
2025-01-19,S01,P0120,85,29,0,56,56,0
2025-01-20,S01,P0120,56,26,0,30,30,0
2025-01-21,S01,P0120,30,26,137,141,141,0
2025-01-22,S01,P0120,141,22,0,119,119,0
2025-01-23,S01,P0120,119,30,0,89,89,0
2025-01-24,S01,P0120,89,25,0,64,64,0
2025-01-25,S01,P0120,64,36,0,28,28,0
2025-01-26,S01,P0120,28,27,135,136,136,0
2025-01-27,S01,P0120,136,21,0,115,115,0
2025-01-28,S01,P0120,115,27,0,88,88,0
2025-01-29,S01,P0120,88,29,0,59,59,0
2025-01-30,S01,P0120,59,28,0,31,31,0
2025-01-31,S01,P0120,31,19,147,159,159,0
2025-02-01,S01,P0120,159,35,0,124,124,0
2025-02-02,S01,P0120,124,32,0,92,92,0
2025-02-03,S01,P0120,92,26,0,66,66,0
2025-02-04,S01,P0120,66,23,0,43,43,0
2025-02-05,S01,P0120,43,29,86,100,100,0
2025-02-06,S01,P0120,100,26,0,74,74,0
2025-02-07,S01,P0120,74,27,0,47,47,0
2025-02-08,S01,P0120,47,34,77,90,90,0
2025-02-09,S01,P0120,90,25,0,65,65,0
2025-02-10,S01,P0120,65,19,0,46,46,0
2025-02-11,S01,P0120,46,28,162,180,180,0
2025-02-12,S01,P0120,180,26,0,154,154,0
2025-02-13,S01,P0120,154,28,0,126,126,0
2025-02-14,S01,P0120,126,24,0,102,102,0
2025-02-15,S01,P0120,102,28,0,74,74,0
2025-02-16,S01,P0120,74,33,0,41,41,0
2025-02-17,S01,P0120,41,28,70,83,83,0
2025-02-18,S01,P0120,83,29,0,54,54,0
2025-02-19,S01,P0120,54,24,0,30,30,0
2025-02-20,S01,P0120,30,19,154,165,165,0
2025-02-21,S01,P0120,165,19,0,146,146,0
2025-02-22,S01,P0120,146,32,0,114,114,0
2025-02-23,S01,P0120,114,32,0,82,82,0
2025-02-24,S01,P0120,82,26,0,56,56,0
2025-02-25,S01,P0120,56,23,0,33,33,0
2025-02-26,S01,P0120,33,18,76,91,91,0
2025-02-27,S01,P0120,91,27,0,64,64,0
2025-02-28,S01,P0120,64,23,0,41,41,0
2025-03-01,S01,P0120,41,34,142,149,149,0
2025-03-02,S01,P0120,149,27,0,122,122,0
2025-03-03,S01,P0120,122,27,0,95,95,0
2025-03-04,S01,P0120,95,19,0,76,76,0
2025-03-05,S01,P0120,76,25,0,51,51,0
2025-03-06,S01,P0120,51,22,0,29,29,0
2025-03-07,S01,P0120,29,26,137,140,140,0
2025-03-08,S01,P0120,140,26,0,114,114,0
2025-03-09,S01,P0120,114,34,0,80,80,0
2025-03-10,S01,P0120,80,21,0,59,59,0
2025-03-11,S01,P0120,59,28,0,31,31,0
2025-03-12,S01,P0120,31,30,151,152,152,0
2025-03-13,S01,P0120,152,25,0,127,127,0
2025-03-14,S01,P0120,127,22,0,105,105,0
2025-03-15,S01,P0120,105,30,0,75,75,0
2025-03-16,S01,P0120,75,28,0,47,47,0
2025-03-17,S01,P0120,47,29,153,171,171,0
2025-03-18,S01,P0120,171,21,0,150,150,0
2025-03-19,S01,P0120,150,20,0,130,130,0
2025-03-20,S01,P0120,130,20,0,110,110,0
2025-03-21,S01,P0120,110,22,0,88,88,0
2025-03-22,S01,P0120,88,24,0,64,64,0
2025-03-23,S01,P0120,64,26,0,38,38,0
2025-03-24,S01,P0120,38,21,123,140,140,0
2025-03-25,S01,P0120,140,20,0,120,120,0
2025-03-26,S01,P0120,120,23,0,97,97,0
2025-03-27,S01,P0120,97,26,0,71,71,0
2025-03-28,S01,P0120,71,22,0,49,49,0
2025-03-29,S01,P0120,49,35,0,14,14,0
2025-03-30,S01,P0120,14,32,116,98,98,0
2025-03-31,S01,P0120,98,24,0,74,74,0
2025-04-01,S01,P0120,74,28,0,46,46,0
2025-04-02,S01,P0120,46,21,162,187,187,0
2025-04-03,S01,P0120,187,28,0,159,159,0
2025-04-04,S01,P0120,159,29,0,130,130,0
2025-04-05,S01,P0120,130,24,0,106,106,0
2025-04-06,S01,P0120,106,35,0,71,71,0
2025-04-07,S01,P0120,71,22,0,49,49,0
2025-04-08,S01,P0120,49,26,0,23,23,0
2025-04-09,S01,P0120,23,30,56,49,49,0
2025-04-10,S01,P0120,49,20,0,29,29,0
2025-04-11,S01,P0120,29,28,97,98,98,0
2025-04-12,S01,P0120,98,32,0,66,66,0
2025-04-13,S01,P0120,66,33,0,33,33,0
2025-04-14,S01,P0120,33,28,78,83,83,0
2025-04-15,S01,P0120,83,24,0,59,59,0
2025-04-16,S01,P0120,59,24,0,35,35,0
2025-04-17,S01,P0120,35,22,73,86,86,0
2025-04-18,S01,P0120,86,29,0,57,57,0
2025-04-19,S01,P0120,57,28,0,29,29,0
2025-04-20,S01,P0120,29,26,135,138,138,0
2025-04-21,S01,P0120,138,21,0,117,117,0
2025-04-22,S01,P0120,117,27,0,90,90,0
2025-04-23,S01,P0120,90,26,0,64,64,0
2025-04-24,S01,P0120,64,19,0,45,45,0
2025-04-25,S01,P0120,45,19,169,195,195,0
2025-04-26,S01,P0120,195,32,0,163,163,0
2025-04-27,S01,P0120,163,29,0,134,134,0
2025-04-28,S01,P0120,134,27,0,107,107,0
2025-04-29,S01,P0120,107,28,0,79,79,0
2025-04-30,S01,P0120,79,18,0,61,61,0
2025-05-01,S01,P0120,61,18,0,43,43,0
2025-05-02,S01,P0120,43,23,140,160,160,0
2025-05-03,S01,P0120,160,27,0,133,133,0
2025-05-04,S01,P0120,133,25,0,108,108,0
2025-05-05,S01,P0120,108,23,0,85,85,0
2025-05-06,S01,P0120,85,19,0,66,66,0
2025-05-07,S01,P0120,66,21,0,45,45,0
2025-05-08,S01,P0120,45,24,177,198,198,0
2025-05-09,S01,P0120,198,27,0,171,171,0
2025-05-10,S01,P0120,171,23,0,148,148,0
2025-05-11,S01,P0120,148,24,0,124,124,0
2025-05-12,S01,P0120,124,29,0,95,95,0
2025-05-13,S01,P0120,95,27,0,68,68,0
2025-05-14,S01,P0120,68,30,0,38,38,0
2025-05-15,S01,P0120,38,22,74,90,90,0
2025-05-16,S01,P0120,90,22,0,68,68,0
2025-05-17,S01,P0120,68,27,0,41,41,0
2025-05-18,S01,P0120,41,23,96,114,114,0
2025-05-19,S01,P0120,114,22,0,92,92,0
2025-05-20,S01,P0120,92,21,0,71,71,0
2025-05-21,S01,P0120,71,28,0,43,43,0
2025-05-22,S01,P0120,43,25,131,149,149,0
2025-05-23,S01,P0120,149,23,0,126,126,0
2025-05-24,S01,P0120,126,34,0,92,92,0
2025-05-25,S01,P0120,92,26,0,66,66,0
2025-05-26,S01,P0120,66,22,0,44,44,0
2025-05-27,S01,P0120,44,24,81,101,101,0
2025-05-28,S01,P0120,101,26,0,75,75,0
2025-05-29,S01,P0120,75,30,0,45,45,0
2025-05-30,S01,P0120,45,19,167,193,193,0
2025-05-31,S01,P0120,193,23,0,170,170,0
2025-06-01,S01,P0120,170,23,0,147,147,0
2025-06-02,S01,P0120,147,20,0,127,127,0
2025-06-03,S01,P0120,127,29,0,98,98,0
2025-06-04,S01,P0120,98,19,0,79,79,0
2025-06-05,S01,P0120,79,30,0,49,49,0
2025-06-06,S01,P0120,49,30,0,19,19,0
2025-06-07,S01,P0120,19,36,98,81,81,0
2025-06-08,S01,P0120,81,26,0,55,55,0
2025-06-09,S01,P0120,55,30,0,25,25,0
2025-06-10,S01,P0120,25,23,160,162,162,0
2025-06-11,S01,P0120,162,26,0,136,136,0
2025-06-12,S01,P0120,136,28,0,108,108,0
2025-06-13,S01,P0120,108,21,0,87,87,0
2025-06-14,S01,P0120,87,25,0,62,62,0
2025-06-15,S01,P0120,62,28,0,34,34,0
2025-06-16,S01,P0120,34,20,133,147,147,0
2025-06-17,S01,P0120,147,21,0,126,126,0
2025-06-18,S01,P0120,126,29,0,97,97,0
2025-06-19,S01,P0120,97,23,0,74,74,0
2025-06-20,S01,P0120,74,30,0,44,44,0
2025-06-21,S01,P0120,44,26,135,153,153,0
2025-06-22,S01,P0120,153,25,0,128,128,0
2025-06-23,S01,P0120,128,21,0,107,107,0
2025-06-24,S01,P0120,107,25,0,82,82,0
2025-06-25,S01,P0120,82,19,0,63,63,0
2025-06-26,S01,P0120,63,20,0,43,43,0
2025-06-27,S01,P0120,43,21,148,170,170,0
2025-06-28,S01,P0120,170,29,0,141,141,0
2025-06-29,S01,P0120,141,25,0,116,116,0
2025-06-30,S01,P0120,116,25,0,91,91,0
2025-07-01,S01,P0120,91,23,0,68,68,0
2025-07-02,S01,P0120,68,27,0,41,41,0
2025-07-03,S01,P0120,41,22,66,85,85,0
2025-07-04,S01,P0120,85,26,0,59,59,0
2025-07-05,S01,P0120,59,25,0,34,34,0
2025-07-06,S01,P0120,34,32,159,161,161,0
2025-07-07,S01,P0120,161,22,0,139,139,0
2025-07-08,S01,P0120,139,27,0,112,112,0
2025-07-09,S01,P0120,112,19,0,93,93,0
2025-07-10,S01,P0120,93,27,0,66,66,0
2025-07-11,S01,P0120,66,24,0,42,42,0
2025-07-12,S01,P0120,42,26,174,190,190,0
2025-07-13,S01,P0120,190,36,0,154,154,0
2025-07-14,S01,P0120,154,26,0,128,128,0
2025-07-15,S01,P0120,128,30,0,98,98,0
2025-07-16,S01,P0120,98,22,0,76,76,0
2025-07-17,S01,P0120,76,22,0,54,54,0
2025-07-18,S01,P0120,54,19,0,35,35,0
2025-07-19,S01,P0120,35,34,162,163,163,0
2025-07-20,S01,P0120,163,26,0,137,137,0
2025-07-21,S01,P0120,137,28,0,109,109,0
2025-07-22,S01,P0120,109,26,0,83,83,0
2025-07-23,S01,P0120,83,22,0,61,61,0
2025-07-24,S01,P0120,61,29,0,32,32,0
2025-07-25,S01,P0120,32,24,175,183,183,0
2025-07-26,S01,P0120,183,34,0,149,149,0
2025-07-27,S01,P0120,149,27,0,122,122,0
2025-07-28,S01,P0120,122,29,0,93,93,0
2025-07-29,S01,P0120,93,25,0,68,68,0
2025-07-30,S01,P0120,68,28,0,40,40,0
2025-07-31,S01,P0120,40,27,144,157,157,0
2025-08-01,S01,P0120,157,19,0,138,138,0
2025-08-02,S01,P0120,138,25,0,113,113,0
2025-08-03,S01,P0120,113,30,0,83,83,0
2025-08-04,S01,P0120,83,24,0,59,59,0
2025-08-05,S01,P0120,59,24,0,35,35,0
2025-08-06,S01,P0120,35,19,121,137,137,0
2025-08-07,S01,P0120,137,29,0,108,108,0
2025-08-08,S01,P0120,108,26,0,82,82,0
2025-08-09,S01,P0120,82,32,0,50,50,0
2025-08-10,S01,P0120,50,31,0,19,19,0
2025-08-11,S01,P0120,19,26,91,84,84,0
2025-08-12,S01,P0120,84,25,0,59,59,0
2025-08-13,S01,P0120,59,28,0,31,31,0
2025-08-14,S01,P0120,31,22,109,118,118,0
2025-08-15,S01,P0120,118,19,0,99,99,0
2025-08-16,S01,P0120,99,38,0,61,61,0
2025-08-17,S01,P0120,61,30,0,31,31,0
2025-08-18,S01,P0120,31,27,145,149,149,0
2025-08-19,S01,P0120,149,28,0,121,121,0
2025-08-20,S01,P0120,121,22,0,99,99,0
2025-08-21,S01,P0120,99,20,0,79,79,0
2025-08-22,S01,P0120,79,29,0,50,50,0
2025-08-23,S01,P0120,50,32,0,18,18,0
2025-08-24,S01,P0120,18,28,138,128,128,0
2025-08-25,S01,P0120,128,29,0,99,99,0
2025-08-26,S01,P0120,99,26,0,73,73,0
2025-08-27,S01,P0120,73,29,0,44,44,0
2025-08-28,S01,P0120,44,29,54,69,69,0
2025-08-29,S01,P0120,69,28,0,41,41,0
2025-08-30,S01,P0120,41,37,66,70,70,0
2025-08-31,S01,P0120,70,25,0,45,45,0
2025-09-01,S01,P0120,45,22,67,90,90,0
2025-09-02,S01,P0120,90,23,0,67,67,0
2025-09-03,S01,P0120,67,20,0,47,47,0
2025-09-04,S01,P0120,47,20,130,157,157,0
2025-09-05,S01,P0120,157,20,0,137,137,0
2025-09-06,S01,P0120,137,30,0,107,107,0
2025-09-07,S01,P0120,107,33,0,74,74,0
2025-09-08,S01,P0120,74,29,0,45,45,0
2025-09-09,S01,P0120,45,30,101,116,116,0
2025-09-10,S01,P0120,116,28,0,88,88,0
2025-09-11,S01,P0120,88,20,0,68,68,0
2025-09-12,S01,P0120,68,28,0,40,40,0
2025-09-13,S01,P0120,40,31,140,149,149,0
2025-09-14,S01,P0120,149,29,0,120,120,0
2025-09-15,S01,P0120,120,28,0,92,92,0
2025-09-16,S01,P0120,92,23,0,69,69,0
2025-09-17,S01,P0120,69,29,0,40,40,0
2025-09-18,S01,P0120,40,29,118,129,129,0
2025-09-19,S01,P0120,129,28,0,101,101,0
2025-09-20,S01,P0120,101,30,0,71,71,0
2025-09-21,S01,P0120,71,31,0,40,40,0
2025-09-22,S01,P0120,40,22,84,102,102,0
2025-09-23,S01,P0120,102,19,0,83,83,0
2025-09-24,S01,P0120,83,20,0,63,63,0
2025-09-25,S01,P0120,63,24,0,39,39,0
2025-09-26,S01,P0120,39,25,128,142,142,0
2025-09-27,S01,P0120,142,38,0,104,104,0
2025-09-28,S01,P0120,104,26,0,78,78,0
2025-09-29,S01,P0120,78,27,0,51,51,0
2025-09-30,S01,P0120,51,28,0,23,23,0
2025-10-01,S01,P0120,23,20,81,84,84,0
2025-10-02,S01,P0120,84,25,0,59,59,0
2025-10-03,S01,P0120,59,21,0,38,38,0
2025-10-04,S01,P0120,38,32,173,179,179,0
2025-10-05,S01,P0120,179,30,0,149,149,0
2025-10-06,S01,P0120,149,20,0,129,129,0
2025-10-07,S01,P0120,129,26,0,103,103,0
2025-10-08,S01,P0120,103,20,0,83,83,0
2025-10-09,S01,P0120,83,25,0,58,58,0
2025-10-10,S01,P0120,58,26,0,32,32,0
2025-10-11,S01,P0120,32,28,144,148,148,0
2025-10-12,S01,P0120,148,37,0,111,111,0
2025-10-13,S01,P0120,111,22,0,89,89,0
2025-10-14,S01,P0120,89,22,0,67,67,0
2025-10-15,S01,P0120,67,20,0,47,47,0
2025-10-16,S01,P0120,47,25,152,174,174,0
2025-10-17,S01,P0120,174,27,0,147,147,0
2025-10-18,S01,P0120,147,27,0,120,120,0
2025-10-19,S01,P0120,120,35,0,85,85,0
2025-10-20,S01,P0120,85,21,0,64,64,0
2025-10-21,S01,P0120,64,24,0,40,40,0
2025-10-22,S01,P0120,40,26,77,91,91,0
2025-10-23,S01,P0120,91,20,0,71,71,0
2025-10-24,S01,P0120,71,25,0,46,46,0
2025-10-25,S01,P0120,46,29,86,103,103,0
2025-10-26,S01,P0120,103,28,0,75,75,0
2025-10-27,S01,P0120,75,23,0,52,52,0
2025-10-28,S01,P0120,52,26,0,26,26,0
2025-10-29,S01,P0120,26,23,174,177,177,0
2025-10-30,S01,P0120,177,22,0,155,155,0
2025-10-31,S01,P0120,155,24,0,131,131,0
2025-11-01,S01,P0120,131,31,0,100,100,0
2025-11-02,S01,P0120,100,35,0,65,65,0
2025-11-03,S01,P0120,65,29,0,36,36,0
2025-11-04,S01,P0120,36,26,91,101,101,0
2025-11-05,S01,P0120,101,29,0,72,72,0
2025-11-06,S01,P0120,72,30,0,42,42,0
2025-11-07,S01,P0120,42,21,164,185,185,0
2025-11-08,S01,P0120,185,38,0,147,147,0
2025-11-09,S01,P0120,147,37,0,110,110,0
2025-11-10,S01,P0120,110,21,0,89,89,0
2025-11-11,S01,P0120,89,26,0,63,63,0
2025-11-12,S01,P0120,63,27,0,36,36,0
2025-11-13,S01,P0120,36,28,67,75,75,0
2025-11-14,S01,P0120,75,20,0,55,55,0
2025-11-15,S01,P0120,55,37,0,18,18,0
2025-11-16,S01,P0120,18,26,102,94,94,0
2025-11-17,S01,P0120,94,24,0,70,70,0
2025-11-18,S01,P0120,70,20,0,50,50,0
2025-11-19,S01,P0120,50,20,0,30,30,0
2025-11-20,S01,P0120,30,30,176,176,176,0
2025-11-21,S01,P0120,176,20,0,156,156,0
2025-11-22,S01,P0120,156,32,0,124,124,0
2025-11-23,S01,P0120,124,26,0,98,98,0
2025-11-24,S01,P0120,98,23,0,75,75,0
2025-11-25,S01,P0120,75,29,0,46,46,0
2025-11-26,S01,P0120,46,25,159,180,180,0
2025-11-27,S01,P0120,180,19,0,161,161,0
2025-11-28,S01,P0120,161,21,0,140,140,0
2025-11-29,S01,P0120,140,37,0,103,103,0
2025-11-30,S01,P0120,103,27,0,76,76,0
2025-12-01,S01,P0120,76,28,0,48,48,0
2025-12-02,S01,P0120,48,29,0,19,19,0
2025-12-03,S01,P0120,19,23,133,129,129,0
2025-12-04,S01,P0120,129,26,0,103,103,0
2025-12-05,S01,P0120,103,26,0,77,77,0
2025-12-06,S01,P0120,77,31,0,46,46,0
2025-12-07,S01,P0120,46,37,122,131,131,0
2025-12-08,S01,P0120,131,26,0,105,105,0
2025-12-09,S01,P0120,105,29,0,76,76,0
2025-12-10,S01,P0120,76,26,0,50,50,0
2025-12-11,S01,P0120,50,28,0,22,22,0
2025-12-12,S01,P0120,22,28,169,163,163,0
2025-12-13,S01,P0120,163,34,0,129,129,0
2025-12-14,S01,P0120,129,30,0,99,99,0
2025-12-15,S01,P0120,99,19,0,80,80,0
2025-12-16,S01,P0120,80,29,0,51,51,0
2025-12-17,S01,P0120,51,20,0,31,31,0
2025-12-18,S01,P0120,31,27,49,53,53,0
2025-12-19,S01,P0120,53,20,0,33,33,0
2025-12-20,S01,P0120,33,25,108,116,116,0
2025-12-21,S01,P0120,116,38,0,78,78,0
2025-12-22,S01,P0120,78,28,0,50,50,0
2025-12-23,S01,P0120,50,20,0,30,30,0
2025-12-24,S01,P0120,30,23,93,100,100,0
2025-12-25,S01,P0120,100,28,0,72,72,0
2025-12-26,S01,P0120,72,21,0,51,51,0
2025-12-27,S01,P0120,51,33,0,18,18,0
2025-12-28,S01,P0120,18,23,126,121,121,0
2025-12-29,S01,P0120,121,27,0,94,94,0
2025-12-30,S01,P0120,94,25,0,69,69,0
2025-12-31,S01,P0120,69,21,0,48,48,0
2025-01-01,S01,P0121,161,16,0,145,145,0
2025-01-02,S01,P0121,145,13,0,132,132,0
2025-01-03,S01,P0121,132,14,0,118,118,0
2025-01-04,S01,P0121,118,17,0,101,101,0
2025-01-05,S01,P0121,101,17,0,84,84,0
2025-01-06,S01,P0121,84,13,0,71,71,0
2025-01-07,S01,P0121,71,12,0,59,59,0
2025-01-08,S01,P0121,59,20,0,39,39,0
2025-01-09,S01,P0121,39,20,122,141,141,0
2025-01-10,S01,P0121,141,20,0,121,121,0
2025-01-11,S01,P0121,121,23,0,98,98,0
2025-01-12,S01,P0121,98,24,0,74,74,0
2025-01-13,S01,P0121,74,13,0,61,61,0
2025-01-14,S01,P0121,61,14,0,47,47,0
2025-01-15,S01,P0121,47,16,110,141,141,0
2025-01-16,S01,P0121,141,14,0,127,127,0
2025-01-17,S01,P0121,127,15,0,112,112,0
2025-01-18,S01,P0121,112,21,0,91,91,0
2025-01-19,S01,P0121,91,22,0,69,69,0
2025-01-20,S01,P0121,69,12,0,57,57,0
2025-01-21,S01,P0121,57,16,0,41,41,0
2025-01-22,S01,P0121,41,16,79,104,104,0
2025-01-23,S01,P0121,104,17,0,87,87,0
2025-01-24,S01,P0121,87,14,0,73,73,0
2025-01-25,S01,P0121,73,20,0,53,53,0
2025-01-26,S01,P0121,53,20,0,33,33,0
2025-01-27,S01,P0121,33,20,158,171,171,0
2025-01-28,S01,P0121,171,15,0,156,156,0
2025-01-29,S01,P0121,156,18,0,138,138,0
2025-01-30,S01,P0121,138,18,0,120,120,0
2025-01-31,S01,P0121,120,19,0,101,101,0
2025-02-01,S01,P0121,101,25,0,76,76,0
2025-02-02,S01,P0121,76,16,0,60,60,0
2025-02-03,S01,P0121,60,16,0,44,44,0
2025-02-04,S01,P0121,44,17,152,179,179,0
2025-02-05,S01,P0121,179,20,0,159,159,0
2025-02-06,S01,P0121,159,20,0,139,139,0
2025-02-07,S01,P0121,139,12,0,127,127,0
2025-02-08,S01,P0121,127,23,0,104,104,0
2025-02-09,S01,P0121,104,24,0,80,80,0
2025-02-10,S01,P0121,80,18,0,62,62,0
2025-02-11,S01,P0121,62,13,0,49,49,0
2025-02-12,S01,P0121,49,14,0,35,35,0
2025-02-13,S01,P0121,35,18,193,210,210,0
2025-02-14,S01,P0121,210,16,0,194,194,0
2025-02-15,S01,P0121,194,18,0,176,176,0
2025-02-16,S01,P0121,176,22,0,154,154,0
2025-02-17,S01,P0121,154,15,0,139,139,0
2025-02-18,S01,P0121,139,15,0,124,124,0
2025-02-19,S01,P0121,124,14,0,110,110,0
2025-02-20,S01,P0121,110,16,0,94,94,0
2025-02-21,S01,P0121,94,15,0,79,79,0
2025-02-22,S01,P0121,79,24,0,55,55,0
2025-02-23,S01,P0121,55,16,0,39,39,0
2025-02-24,S01,P0121,39,14,85,110,110,0
2025-02-25,S01,P0121,110,12,0,98,98,0
2025-02-26,S01,P0121,98,13,0,85,85,0
2025-02-27,S01,P0121,85,19,0,66,66,0
2025-02-28,S01,P0121,66,14,0,52,52,0
2025-03-01,S01,P0121,52,21,0,31,31,0
2025-03-02,S01,P0121,31,19,104,116,116,0
2025-03-03,S01,P0121,116,14,0,102,102,0
2025-03-04,S01,P0121,102,12,0,90,90,0
2025-03-05,S01,P0121,90,12,0,78,78,0
2025-03-06,S01,P0121,78,14,0,64,64,0
2025-03-07,S01,P0121,64,20,0,44,44,0
2025-03-08,S01,P0121,44,15,79,108,108,0
2025-03-09,S01,P0121,108,23,0,85,85,0
2025-03-10,S01,P0121,85,17,0,68,68,0
2025-03-11,S01,P0121,68,13,0,55,55,0
2025-03-12,S01,P0121,55,15,0,40,40,0
2025-03-13,S01,P0121,40,17,58,81,81,0
2025-03-14,S01,P0121,81,17,0,64,64,0
2025-03-15,S01,P0121,64,19,0,45,45,0
2025-03-16,S01,P0121,45,15,115,145,145,0
2025-03-17,S01,P0121,145,13,0,132,132,0
2025-03-18,S01,P0121,132,14,0,118,118,0
2025-03-19,S01,P0121,118,13,0,105,105,0
2025-03-20,S01,P0121,105,15,0,90,90,0
2025-03-21,S01,P0121,90,15,0,75,75,0
2025-03-22,S01,P0121,75,23,0,52,52,0
2025-03-23,S01,P0121,52,23,0,29,29,0
2025-03-24,S01,P0121,29,13,190,206,206,0
2025-03-25,S01,P0121,206,18,0,188,188,0
2025-03-26,S01,P0121,188,17,0,171,171,0
2025-03-27,S01,P0121,171,16,0,155,155,0
2025-03-28,S01,P0121,155,17,0,138,138,0
2025-03-29,S01,P0121,138,25,0,113,113,0
2025-03-30,S01,P0121,113,19,0,94,94,0
2025-03-31,S01,P0121,94,15,0,79,79,0
2025-04-01,S01,P0121,79,19,0,60,60,0
2025-04-02,S01,P0121,60,20,0,40,40,0
2025-04-03,S01,P0121,40,16,136,160,160,0
2025-04-04,S01,P0121,160,18,0,142,142,0
2025-04-05,S01,P0121,142,16,0,126,126,0
2025-04-06,S01,P0121,126,23,0,103,103,0
2025-04-07,S01,P0121,103,19,0,84,84,0
2025-04-08,S01,P0121,84,14,0,70,70,0
2025-04-09,S01,P0121,70,20,0,50,50,0
2025-04-10,S01,P0121,50,13,0,37,37,0
2025-04-11,S01,P0121,37,20,125,142,142,0
2025-04-12,S01,P0121,142,21,0,121,121,0
2025-04-13,S01,P0121,121,17,0,104,104,0
2025-04-14,S01,P0121,104,16,0,88,88,0
2025-04-15,S01,P0121,88,14,0,74,74,0
2025-04-16,S01,P0121,74,14,0,60,60,0
2025-04-17,S01,P0121,60,14,0,46,46,0
2025-04-18,S01,P0121,46,18,174,202,202,0
2025-04-19,S01,P0121,202,18,0,184,184,0
2025-04-20,S01,P0121,184,21,0,163,163,0
2025-04-21,S01,P0121,163,13,0,150,150,0
2025-04-22,S01,P0121,150,13,0,137,137,0
2025-04-23,S01,P0121,137,15,0,122,122,0
2025-04-24,S01,P0121,122,13,0,109,109,0
2025-04-25,S01,P0121,109,19,0,90,90,0
2025-04-26,S01,P0121,90,20,0,70,70,0
2025-04-27,S01,P0121,70,19,0,51,51,0
2025-04-28,S01,P0121,51,16,0,35,35,0
2025-04-29,S01,P0121,35,20,186,201,201,0
2025-04-30,S01,P0121,201,14,0,187,187,0
2025-05-01,S01,P0121,187,16,0,171,171,0
2025-05-02,S01,P0121,171,15,0,156,156,0
2025-05-03,S01,P0121,156,24,0,132,132,0
2025-05-04,S01,P0121,132,23,0,109,109,0
2025-05-05,S01,P0121,109,16,0,93,93,0
2025-05-06,S01,P0121,93,16,0,77,77,0
2025-05-07,S01,P0121,77,20,0,57,57,0
2025-05-08,S01,P0121,57,15,0,42,42,0
2025-05-09,S01,P0121,42,19,166,189,189,0
2025-05-10,S01,P0121,189,17,0,172,172,0
2025-05-11,S01,P0121,172,20,0,152,152,0
2025-05-12,S01,P0121,152,19,0,133,133,0
2025-05-13,S01,P0121,133,17,0,116,116,0
2025-05-14,S01,P0121,116,14,0,102,102,0
2025-05-15,S01,P0121,102,14,0,88,88,0
2025-05-16,S01,P0121,88,14,0,74,74,0
2025-05-17,S01,P0121,74,20,0,54,54,0
