date,store_id,product_id,sales_lag_1,sales_lag_7,rolling_7d_demand,closing_stock,promo_flag,stockout_within_3_days,reorder_point,max_stock
2025-04-29,S01,P0032,23.0,29.0,19.428571428571427,309,0,0,15,429
2025-04-30,S01,P0032,24.0,11.0,18.714285714285715,288,0,0,15,429
2025-05-01,S01,P0032,21.0,9.0,20.142857142857142,277,0,0,15,429
2025-05-02,S01,P0032,11.0,19.0,20.428571428571427,257,0,0,15,429
2025-05-03,S01,P0032,20.0,21.0,20.571428571428573,237,0,0,15,429
2025-05-04,S01,P0032,20.0,24.0,20.428571428571427,209,0,0,15,429
2025-05-05,S01,P0032,28.0,23.0,21.0,187,0,0,15,429
2025-05-06,S01,P0032,22.0,24.0,20.857142857142858,162,0,0,15,429
2025-05-07,S01,P0032,25.0,21.0,21.0,135,0,0,15,429
2025-05-08,S01,P0032,27.0,11.0,21.857142857142858,120,0,0,15,429
2025-05-09,S01,P0032,15.0,20.0,22.428571428571427,110,0,0,15,429
2025-05-10,S01,P0032,10.0,20.0,21.0,86,0,0,15,429
2025-05-11,S01,P0032,24.0,28.0,21.571428571428573,66,0,0,15,429
2025-05-12,S01,P0032,20.0,22.0,20.428571428571427,45,0,0,15,429
2025-05-13,S01,P0032,21.0,25.0,20.285714285714285,22,0,0,15,429
2025-05-14,S01,P0032,23.0,27.0,20.0,429,0,0,15,429
2025-05-15,S01,P0032,22.0,15.0,19.285714285714285,408,0,0,15,429
2025-05-16,S01,P0032,21.0,10.0,20.142857142857142,381,0,0,15,429
2025-05-17,S01,P0032,27.0,24.0,22.571428571428573,358,0,0,15,429
2025-05-18,S01,P0032,23.0,20.0,22.428571428571427,335,0,0,15,429
2025-05-19,S01,P0032,23.0,21.0,22.857142857142858,313,0,0,15,429
2025-05-20,S01,P0032,22.0,23.0,23.0,293,0,0,15,429
2025-05-21,S01,P0032,20.0,22.0,22.571428571428573,279,0,0,15,429
2025-05-22,S01,P0032,14.0,21.0,21.428571428571427,256,0,0,15,429
2025-05-23,S01,P0032,23.0,27.0,21.714285714285715,239,0,0,15,429
2025-05-24,S01,P0032,17.0,23.0,20.285714285714285,213,0,0,15,429
2025-05-25,S01,P0032,26.0,23.0,20.714285714285715,200,0,0,15,429
2025-05-26,S01,P0032,13.0,22.0,19.285714285714285,178,0,0,15,429
2025-05-27,S01,P0032,22.0,20.0,19.285714285714285,151,0,0,15,429
2025-05-28,S01,P0032,27.0,14.0,20.285714285714285,131,0,0,15,429
2025-05-29,S01,P0032,20.0,23.0,21.142857142857142,107,0,0,15,429
2025-05-30,S01,P0032,24.0,17.0,21.285714285714285,91,0,0,15,429
2025-05-31,S01,P0032,16.0,26.0,21.142857142857142,63,0,0,15,429
2025-06-01,S01,P0032,28.0,13.0,21.428571428571427,40,0,0,15,429
2025-06-02,S01,P0032,23.0,22.0,22.857142857142858,429,0,0,15,429
2025-06-03,S01,P0032,25.0,27.0,23.285714285714285,411,0,0,15,429
2025-06-04,S01,P0032,18.0,20.0,22.0,393,0,0,15,429
2025-06-05,S01,P0032,18.0,24.0,21.714285714285715,376,0,0,15,429
2025-06-06,S01,P0032,17.0,16.0,20.714285714285715,357,0,0,15,429
2025-06-07,S01,P0032,19.0,28.0,21.142857142857142,328,0,0,15,429
2025-06-08,S01,P0032,29.0,23.0,21.285714285714285,302,0,0,15,429
2025-06-09,S01,P0032,26.0,25.0,21.714285714285715,283,0,0,15,429
2025-06-10,S01,P0032,19.0,18.0,20.857142857142858,266,0,0,15,429
2025-06-11,S01,P0032,17.0,18.0,20.714285714285715,246,0,0,15,429
2025-06-12,S01,P0032,20.0,17.0,21.0,218,0,0,15,429
2025-06-13,S01,P0032,28.0,19.0,22.571428571428573,199,0,0,15,429
2025-06-14,S01,P0032,19.0,29.0,22.571428571428573,174,0,0,15,429
2025-06-15,S01,P0032,25.0,26.0,22.0,148,0,0,15,429
2025-06-16,S01,P0032,26.0,19.0,22.0,127,0,0,15,429
2025-06-17,S01,P0032,21.0,17.0,22.285714285714285,106,0,0,15,429
2025-06-18,S01,P0032,21.0,20.0,22.857142857142858,93,0,0,15,429
2025-06-19,S01,P0032,13.0,28.0,21.857142857142858,75,0,0,15,429
2025-06-20,S01,P0032,18.0,19.0,20.428571428571427,63,0,0,15,429
2025-06-21,S01,P0032,12.0,25.0,19.428571428571427,37,0,0,15,429
2025-06-22,S01,P0032,26.0,26.0,19.571428571428573,429,0,0,15,429
2025-06-23,S01,P0032,36.0,21.0,21.0,412,0,0,15,429
2025-06-24,S01,P0032,17.0,21.0,20.428571428571427,394,0,0,15,429
2025-06-25,S01,P0032,18.0,13.0,20.0,366,0,0,15,429
2025-06-26,S01,P0032,28.0,18.0,22.142857142857142,347,0,0,15,429
2025-06-27,S01,P0032,19.0,12.0,22.285714285714285,325,0,0,15,429
2025-06-28,S01,P0032,22.0,26.0,23.714285714285715,304,0,0,15,429
2025-06-29,S01,P0032,21.0,36.0,23.0,284,0,0,15,429
2025-06-30,S01,P0032,20.0,17.0,20.714285714285715,262,0,0,15,429
2025-07-01,S01,P0032,22.0,18.0,21.428571428571427,243,0,0,15,429
2025-07-02,S01,P0032,19.0,28.0,21.571428571428573,222,0,0,15,429
2025-07-03,S01,P0032,21.0,19.0,20.571428571428573,197,0,0,15,429
2025-07-04,S01,P0032,25.0,22.0,21.428571428571427,172,0,0,15,429
2025-07-05,S01,P0032,25.0,21.0,21.857142857142858,156,0,0,15,429
2025-07-06,S01,P0032,16.0,20.0,21.142857142857142,140,0,0,15,429
2025-07-07,S01,P0032,16.0,22.0,20.571428571428573,125,0,0,15,429
2025-07-08,S01,P0032,15.0,19.0,19.571428571428573,102,0,0,15,429
2025-07-09,S01,P0032,23.0,21.0,20.142857142857142,86,0,0,15,429
2025-07-10,S01,P0032,16.0,25.0,19.428571428571427,62,0,0,15,429
2025-07-11,S01,P0032,24.0,25.0,19.285714285714285,40,0,0,15,429
2025-07-12,S01,P0032,22.0,16.0,18.857142857142858,429,0,0,15,429
2025-07-13,S01,P0032,30.0,16.0,20.857142857142858,409,0,0,15,429
2025-07-14,S01,P0032,20.0,15.0,21.428571428571427,394,0,0,15,429
2025-07-15,S01,P0032,15.0,23.0,21.428571428571427,381,0,0,15,429
2025-07-16,S01,P0032,13.0,16.0,20.0,361,0,0,15,429
2025-07-17,S01,P0032,20.0,24.0,20.571428571428573,339,0,0,15,429
2025-07-18,S01,P0032,22.0,22.0,20.285714285714285,316,0,0,15,429
2025-07-19,S01,P0032,23.0,30.0,20.428571428571427,295,0,0,15,429
2025-07-20,S01,P0032,21.0,20.0,19.142857142857142,280,0,0,15,429
2025-07-21,S01,P0032,15.0,15.0,18.428571428571427,258,0,0,15,429
2025-07-22,S01,P0032,22.0,13.0,19.428571428571427,238,0,0,15,429
2025-07-23,S01,P0032,20.0,20.0,20.428571428571427,215,0,0,15,429
2025-07-24,S01,P0032,23.0,22.0,20.857142857142858,202,0,0,15,429
2025-07-25,S01,P0032,13.0,23.0,19.571428571428573,182,0,0,15,429
2025-07-26,S01,P0032,20.0,21.0,19.142857142857142,160,0,0,15,429
2025-07-27,S01,P0032,22.0,15.0,19.285714285714285,141,0,0,15,429
2025-07-28,S01,P0032,19.0,22.0,19.857142857142858,125,0,0,15,429
2025-07-29,S01,P0032,16.0,20.0,19.0,114,0,0,15,429
2025-07-30,S01,P0032,11.0,23.0,17.714285714285715,96,0,0,15,429
2025-07-31,S01,P0032,18.0,13.0,17.0,80,0,0,15,429
2025-08-01,S01,P0032,16.0,20.0,17.428571428571427,63,0,0,15,429
2025-08-02,S01,P0032,17.0,22.0,17.0,41,0,0,15,429
2025-08-03,S01,P0032,22.0,19.0,17.0,22,0,0,15,429
2025-08-04,S01,P0032,19.0,16.0,17.0,429,0,0,15,429
2025-08-05,S01,P0032,19.0,11.0,17.428571428571427,405,0,0,15,429
2025-08-06,S01,P0032,24.0,18.0,19.285714285714285,389,0,0,15,429
2025-08-07,S01,P0032,16.0,16.0,19.0,374,0,0,15,429
2025-08-08,S01,P0032,15.0,17.0,18.857142857142858,359,0,0,15,429
2025-08-09,S01,P0032,15.0,22.0,18.571428571428573,339,0,0,15,429
2025-08-10,S01,P0032,20.0,19.0,18.285714285714285,321,0,0,15,429
2025-08-11,S01,P0032,18.0,19.0,18.142857142857142,291,0,0,15,429
2025-08-12,S01,P0032,30.0,24.0,19.714285714285715,274,0,0,15,429
2025-08-13,S01,P0032,17.0,16.0,18.714285714285715,257,0,0,15,429
2025-08-14,S01,P0032,17.0,15.0,18.857142857142858,235,0,0,15,429
2025-08-15,S01,P0032,22.0,15.0,19.857142857142858,217,0,0,15,429
2025-08-16,S01,P0032,18.0,20.0,20.285714285714285,200,0,0,15,429
2025-08-17,S01,P0032,17.0,18.0,19.857142857142858,187,0,0,15,429
2025-08-18,S01,P0032,13.0,30.0,19.142857142857142,173,0,0,15,429
2025-08-19,S01,P0032,14.0,17.0,16.857142857142858,162,0,0,15,429
2025-08-20,S01,P0032,11.0,17.0,16.0,143,0,0,15,429
2025-08-21,S01,P0032,19.0,22.0,16.285714285714285,126,0,0,15,429
2025-08-22,S01,P0032,17.0,18.0,15.571428571428571,105,0,0,15,429
2025-08-23,S01,P0032,21.0,17.0,16.0,78,0,0,15,429
2025-08-24,S01,P0032,27.0,13.0,17.428571428571427,56,0,0,15,429
2025-08-25,S01,P0032,22.0,14.0,18.714285714285715,41,0,0,15,429
2025-08-26,S01,P0032,15.0,11.0,18.857142857142858,27,0,0,15,429
2025-08-27,S01,P0032,14.0,19.0,19.285714285714285,429,0,0,15,429
2025-08-28,S01,P0032,15.0,17.0,18.714285714285715,412,0,0,15,429
2025-08-29,S01,P0032,17.0,21.0,18.714285714285715,395,0,0,15,429
2025-08-30,S01,P0032,17.0,27.0,18.142857142857142,370,0,0,15,429
2025-08-31,S01,P0032,25.0,22.0,17.857142857142858,352,0,0,15,429
2025-09-01,S01,P0032,18.0,15.0,17.285714285714285,333,0,0,15,429
2025-09-02,S01,P0032,19.0,14.0,17.857142857142858,315,0,0,15,429
2025-09-03,S01,P0032,18.0,15.0,18.428571428571427,303,0,0,15,429
2025-09-04,S01,P0032,12.0,17.0,18.0,291,0,0,15,429
2025-09-05,S01,P0032,12.0,17.0,17.285714285714285,277,0,0,15,429
2025-09-06,S01,P0032,14.0,25.0,16.857142857142858,256,0,0,15,429
2025-09-07,S01,P0032,21.0,18.0,16.285714285714285,234,0,0,15,429
2025-09-08,S01,P0032,22.0,19.0,16.857142857142858,224,0,0,15,429
2025-09-09,S01,P0032,10.0,18.0,15.571428571428571,205,0,0,15,429
2025-09-10,S01,P0032,19.0,12.0,15.714285714285714,190,0,0,15,429
2025-09-11,S01,P0032,15.0,12.0,16.142857142857142,176,0,0,15,429
2025-09-12,S01,P0032,14.0,14.0,16.428571428571427,162,0,0,15,429
2025-09-13,S01,P0032,14.0,21.0,16.428571428571427,147,0,0,15,429
2025-09-14,S01,P0032,15.0,22.0,15.571428571428571,124,0,0,15,429
2025-09-15,S01,P0032,23.0,10.0,15.714285714285714,110,0,0,15,429
2025-09-16,S01,P0032,14.0,19.0,16.285714285714285,100,0,0,15,429
2025-09-17,S01,P0032,10.0,15.0,15.0,75,0,0,15,429
2025-09-18,S01,P0032,25.0,14.0,16.428571428571427,57,0,0,15,429
2025-09-19,S01,P0032,18.0,14.0,17.0,39,0,0,15,429
2025-09-20,S01,P0032,18.0,15.0,17.571428571428573,24,0,0,15,429
2025-09-21,S01,P0032,15.0,23.0,17.571428571428573,429,0,0,15,429
2025-09-22,S01,P0032,15.0,14.0,16.428571428571427,415,0,0,15,429
2025-09-23,S01,P0032,14.0,10.0,16.428571428571427,406,0,0,15,429
2025-09-24,S01,P0032,9.0,25.0,16.285714285714285,391,0,0,15,429
2025-09-25,S01,P0032,15.0,18.0,14.857142857142858,371,0,0,15,429
2025-09-26,S01,P0032,20.0,18.0,15.142857142857142,356,0,0,15,429
2025-09-27,S01,P0032,15.0,15.0,14.714285714285714,337,0,0,15,429
2025-09-28,S01,P0032,19.0,15.0,15.285714285714286,317,0,0,15,429
2025-09-29,S01,P0032,20.0,14.0,16.0,298,0,0,15,429
2025-09-30,S01,P0032,19.0,9.0,16.714285714285715,281,0,0,15,429
2025-10-01,S01,P0032,17.0,15.0,17.857142857142858,268,0,0,15,429
2025-10-02,S01,P0032,13.0,20.0,17.571428571428573,251,0,0,15,429
2025-10-03,S01,P0032,17.0,15.0,17.142857142857142,240,0,0,15,429
2025-10-04,S01,P0032,11.0,19.0,16.571428571428573,227,0,0,15,429
2025-10-05,S01,P0032,13.0,20.0,15.714285714285714,201,0,0,15,429
2025-10-06,S01,P0032,26.0,19.0,16.571428571428573,189,0,0,15,429
2025-10-07,S01,P0032,12.0,17.0,15.571428571428571,176,0,0,15,429
2025-10-08,S01,P0032,13.0,13.0,15.0,166,0,0,15,429
2025-10-09,S01,P0032,10.0,17.0,14.571428571428571,151,0,0,15,429
2025-10-10,S01,P0032,15.0,11.0,14.285714285714286,130,0,0,15,429
2025-10-11,S01,P0032,21.0,13.0,15.714285714285714,110,0,0,15,429
2025-10-12,S01,P0032,20.0,26.0,16.714285714285715,89,0,0,15,429
2025-10-13,S01,P0032,21.0,12.0,16.0,76,0,0,15,429
2025-10-14,S01,P0032,13.0,13.0,16.142857142857142,61,0,0,15,429
2025-10-15,S01,P0032,15.0,10.0,16.428571428571427,47,0,0,15,429
2025-10-16,S01,P0032,14.0,15.0,17.0,32,0,0,15,429
2025-10-17,S01,P0032,15.0,21.0,17.0,26,0,0,15,429
2025-10-18,S01,P0032,6.0,20.0,14.857142857142858,429,0,0,15,429
2025-10-19,S01,P0032,14.0,21.0,14.0,413,0,0,15,429
2025-10-20,S01,P0032,16.0,13.0,13.285714285714286,396,0,0,15,429
2025-10-21,S01,P0032,17.0,15.0,13.857142857142858,379,0,0,15,429
2025-10-22,S01,P0032,17.0,14.0,14.142857142857142,362,0,0,15,429
2025-10-23,S01,P0032,17.0,15.0,14.571428571428571,348,0,0,15,429
2025-10-24,S01,P0032,14.0,6.0,14.428571428571429,335,0,0,15,429
2025-10-25,S01,P0032,13.0,14.0,15.428571428571429,319,0,0,15,429
2025-10-26,S01,P0032,16.0,16.0,15.714285714285714,295,0,0,15,429
2025-10-27,S01,P0032,24.0,17.0,16.857142857142858,279,0,0,15,429
2025-10-28,S01,P0032,16.0,17.0,16.714285714285715,269,0,0,15,429
2025-10-29,S01,P0032,10.0,17.0,15.714285714285714,248,0,0,15,429
2025-10-30,S01,P0032,21.0,14.0,16.285714285714285,229,0,0,15,429
2025-10-31,S01,P0032,19.0,13.0,17.0,217,0,0,15,429
2025-11-01,S01,P0032,12.0,16.0,16.857142857142858,200,0,0,15,429
2025-11-02,S01,P0032,17.0,24.0,17.0,184,0,0,15,429
2025-11-03,S01,P0032,16.0,16.0,15.857142857142858,171,0,0,15,429
2025-11-04,S01,P0032,13.0,10.0,15.428571428571429,157,0,0,15,429
2025-11-05,S01,P0032,14.0,21.0,16.0,135,0,0,15,429
2025-11-06,S01,P0032,22.0,19.0,16.142857142857142,119,0,0,15,429
2025-11-07,S01,P0032,16.0,12.0,15.714285714285714,102,0,0,15,429
2025-11-08,S01,P0032,17.0,17.0,16.428571428571427,79,0,0,15,429
2025-11-09,S01,P0032,23.0,16.0,17.285714285714285,54,0,0,15,429
2025-11-10,S01,P0032,25.0,13.0,18.571428571428573,37,0,0,15,429
2025-11-11,S01,P0032,17.0,14.0,19.142857142857142,19,0,0,15,429
2025-11-12,S01,P0032,18.0,22.0,19.714285714285715,429,0,0,15,429
2025-11-13,S01,P0032,19.0,16.0,19.285714285714285,413,0,0,15,429
2025-11-14,S01,P0032,16.0,17.0,19.285714285714285,399,0,0,15,429
2025-11-15,S01,P0032,14.0,23.0,18.857142857142858,382,0,0,15,429
2025-11-16,S01,P0032,17.0,25.0,18.0,360,0,0,15,429
2025-11-17,S01,P0032,22.0,17.0,17.571428571428573,340,0,0,15,429
2025-11-18,S01,P0032,20.0,18.0,18.0,319,0,0,15,429
2025-11-19,S01,P0032,21.0,19.0,18.428571428571427,301,0,0,15,429
2025-11-20,S01,P0032,18.0,16.0,18.285714285714285,283,0,0,15,429
2025-11-21,S01,P0032,18.0,14.0,18.571428571428573,268,0,0,15,429
2025-11-22,S01,P0032,15.0,17.0,18.714285714285715,245,0,0,15,429
2025-11-23,S01,P0032,23.0,22.0,19.571428571428573,223,0,0,15,429
2025-11-24,S01,P0032,22.0,20.0,19.571428571428573,206,0,0,15,429
2025-11-25,S01,P0032,17.0,21.0,19.142857142857142,187,0,0,15,429
2025-11-26,S01,P0032,19.0,18.0,18.857142857142858,176,0,0,15,429
2025-11-27,S01,P0032,11.0,18.0,17.857142857142858,159,0,0,15,429
2025-11-28,S01,P0032,17.0,15.0,17.714285714285715,141,0,0,15,429
2025-11-29,S01,P0032,18.0,23.0,18.142857142857142,124,0,0,15,429
2025-11-30,S01,P0032,17.0,22.0,17.285714285714285,105,0,0,15,429
2025-12-01,S01,P0032,19.0,17.0,16.857142857142858,90,0,0,15,429
2025-12-02,S01,P0032,15.0,19.0,16.571428571428573,77,0,0,15,429
2025-12-03,S01,P0032,13.0,11.0,15.714285714285714,62,0,0,15,429
2025-12-04,S01,P0032,15.0,17.0,16.285714285714285,45,0,0,15,429
2025-12-05,S01,P0032,17.0,18.0,16.285714285714285,31,0,0,15,429
2025-12-06,S01,P0032,14.0,17.0,15.714285714285714,429,0,0,15,429
2025-12-07,S01,P0032,16.0,19.0,15.571428571428571,404,0,0,15,429
2025-12-08,S01,P0032,25.0,15.0,16.428571428571427,387,0,0,15,429
2025-12-09,S01,P0032,17.0,13.0,16.714285714285715,366,0,0,15,429
2025-12-10,S01,P0032,21.0,15.0,17.857142857142858,350,0,0,15,429
2025-12-11,S01,P0032,16.0,17.0,18.0,333,0,0,15,429
2025-12-12,S01,P0032,17.0,14.0,18.0,318,0,0,15,429
2025-12-13,S01,P0032,15.0,16.0,18.142857142857142,302,0,0,15,429
2025-12-14,S01,P0032,16.0,25.0,18.142857142857142,283,0,0,15,429
2025-12-15,S01,P0032,19.0,17.0,17.285714285714285,265,0,0,15,429
2025-12-16,S01,P0032,18.0,21.0,17.428571428571427,245,0,0,15,429
2025-12-17,S01,P0032,20.0,16.0,17.285714285714285,229,0,0,15,429
2025-12-18,S01,P0032,16.0,17.0,17.285714285714285,208,0,0,15,429
2025-12-19,S01,P0032,21.0,15.0,17.857142857142858,189,0,0,15,429
2025-12-20,S01,P0032,19.0,16.0,18.428571428571427,162,0,0,15,429
2025-12-21,S01,P0032,27.0,19.0,20.0,133,0,0,15,429
2025-12-22,S01,P0032,29.0,18.0,21.428571428571427,112,0,0,15,429
2025-12-23,S01,P0032,21.0,20.0,21.857142857142858,92,0,0,15,429
2025-12-24,S01,P0032,20.0,16.0,21.857142857142858,72,0,0,15,429
2025-12-25,S01,P0032,20.0,21.0,22.428571428571427,60,0,0,15,429
2025-12-26,S01,P0032,12.0,19.0,21.142857142857142,42,0,0,15,429
2025-12-27,S01,P0032,18.0,27.0,21.0,20,0,0,15,429
2025-12-28,S01,P0032,22.0,29.0,20.285714285714285,429,0,0,15,429
2025-12-29,S01,P0032,20.0,21.0,19.0,408,0,0,15,429
2025-12-30,S01,P0032,21.0,20.0,19.0,386,0,0,15,429
2025-12-31,S01,P0032,22.0,20.0,19.285714285714285,369,0,0,15,429
2025-01-08,S01,P0033,9.0,17.0,11.285714285714286,153,0,0,28,348
2025-01-09,S01,P0033,11.0,14.0,10.428571428571429,140,0,0,28,348
2025-01-10,S01,P0033,13.0,5.0,10.285714285714286,127,0,0,28,348
2025-01-11,S01,P0033,13.0,14.0,11.428571428571429,119,0,0,28,348
2025-01-12,S01,P0033,8.0,10.0,10.571428571428571,111,0,0,28,348
2025-01-13,S01,P0033,8.0,10.0,10.285714285714286,102,0,0,28,348
2025-01-14,S01,P0033,9.0,9.0,10.142857142857142,94,0,0,28,348
2025-01-15,S01,P0033,8.0,11.0,10.0,83,0,0,28,348
2025-01-16,S01,P0033,11.0,13.0,10.0,75,0,0,28,348
2025-01-17,S01,P0033,8.0,13.0,9.285714285714286,64,0,0,28,348
2025-01-18,S01,P0033,11.0,8.0,9.0,50,0,0,28,348
2025-01-19,S01,P0033,14.0,8.0,9.857142857142858,39,0,0,28,348
2025-01-20,S01,P0033,11.0,9.0,10.285714285714286,34,0,0,28,348
2025-01-21,S01,P0033,5.0,8.0,9.714285714285714,348,0,0,28,348
2025-01-22,S01,P0033,8.0,11.0,9.714285714285714,329,0,0,28,348
2025-01-23,S01,P0033,19.0,8.0,10.857142857142858,320,0,0,28,348
2025-01-24,S01,P0033,9.0,11.0,11.0,310,0,0,28,348
2025-01-25,S01,P0033,10.0,14.0,10.857142857142858,301,0,0,28,348
2025-01-26,S01,P0033,9.0,11.0,10.142857142857142,289,0,0,28,348
2025-01-27,S01,P0033,12.0,5.0,10.285714285714286,278,0,0,28,348
2025-01-28,S01,P0033,11.0,8.0,11.142857142857142,265,0,0,28,348
2025-01-29,S01,P0033,13.0,19.0,11.857142857142858,252,0,0,28,348
2025-01-30,S01,P0033,13.0,9.0,11.0,246,0,0,28,348
2025-01-31,S01,P0033,6.0,10.0,10.571428571428571,241,0,0,28,348
2025-02-01,S01,P0033,5.0,9.0,9.857142857142858,230,0,0,28,348
2025-02-02,S01,P0033,11.0,12.0,10.142857142857142,219,0,0,28,348
2025-02-03,S01,P0033,11.0,11.0,10.0,206,0,0,28,348
2025-02-04,S01,P0033,13.0,13.0,10.285714285714286,197,0,0,28,348
2025-02-05,S01,P0033,9.0,13.0,9.714285714285714,183,0,0,28,348
2025-02-06,S01,P0033,14.0,6.0,9.857142857142858,167,0,0,28,348
2025-02-07,S01,P0033,16.0,5.0,11.285714285714286,155,0,0,28,348
2025-02-08,S01,P0033,12.0,11.0,12.285714285714286,144,0,0,28,348
2025-02-09,S01,P0033,11.0,11.0,12.285714285714286,132,0,0,28,348
2025-02-10,S01,P0033,12.0,13.0,12.428571428571429,120,0,0,28,348
2025-02-11,S01,P0033,12.0,9.0,12.285714285714286,105,0,0,28,348
2025-02-12,S01,P0033,15.0,14.0,13.142857142857142,89,0,0,28,348
2025-02-13,S01,P0033,16.0,16.0,13.428571428571429,80,0,0,28,348
2025-02-14,S01,P0033,9.0,12.0,12.428571428571429,70,0,0,28,348
2025-02-15,S01,P0033,10.0,11.0,12.142857142857142,52,0,0,28,348
2025-02-16,S01,P0033,18.0,12.0,13.142857142857142,39,0,0,28,348
2025-02-17,S01,P0033,13.0,12.0,13.285714285714286,348,0,0,28,348
2025-02-18,S01,P0033,14.0,15.0,13.571428571428571,335,0,0,28,348
2025-02-19,S01,P0033,13.0,16.0,13.285714285714286,330,0,0,28,348
2025-02-20,S01,P0033,5.0,9.0,11.714285714285714,319,0,0,28,348
2025-02-21,S01,P0033,11.0,10.0,12.0,312,0,0,28,348
2025-02-22,S01,P0033,7.0,18.0,11.571428571428571,299,0,0,28,348
2025-02-23,S01,P0033,13.0,13.0,10.857142857142858,286,0,0,28,348
2025-02-24,S01,P0033,13.0,14.0,10.857142857142858,275,0,0,28,348
2025-02-25,S01,P0033,11.0,13.0,10.428571428571429,267,0,0,28,348
2025-02-26,S01,P0033,8.0,5.0,9.714285714285714,253,0,0,28,348
2025-02-27,S01,P0033,14.0,11.0,11.0,240,0,0,28,348
2025-02-28,S01,P0033,13.0,7.0,11.285714285714286,229,0,0,28,348
2025-03-01,S01,P0033,11.0,13.0,11.857142857142858,212,0,0,28,348
2025-03-02,S01,P0033,17.0,13.0,12.428571428571429,202,0,0,28,348
2025-03-03,S01,P0033,10.0,11.0,12.0,187,0,0,28,348
2025-03-04,S01,P0033,15.0,8.0,12.571428571428571,175,0,0,28,348
2025-03-05,S01,P0033,12.0,14.0,13.142857142857142,166,0,0,28,348
2025-03-06,S01,P0033,9.0,13.0,12.428571428571429,157,0,0,28,348
2025-03-07,S01,P0033,9.0,11.0,11.857142857142858,153,0,0,28,348
2025-03-08,S01,P0033,4.0,17.0,10.857142857142858,139,0,0,28,348
2025-03-09,S01,P0033,14.0,10.0,10.428571428571429,129,0,0,28,348
2025-03-10,S01,P0033,10.0,15.0,10.428571428571429,117,0,0,28,348
2025-03-11,S01,P0033,12.0,12.0,10.0,102,0,0,28,348
2025-03-12,S01,P0033,15.0,9.0,10.428571428571429,91,0,0,28,348
2025-03-13,S01,P0033,11.0,9.0,10.714285714285714,75,0,0,28,348
2025-03-14,S01,P0033,16.0,4.0,11.714285714285714,65,0,0,28,348
2025-03-15,S01,P0033,10.0,14.0,12.571428571428571,52,0,0,28,348
2025-03-16,S01,P0033,13.0,10.0,12.428571428571429,44,0,0,28,348
2025-03-17,S01,P0033,8.0,12.0,12.142857142857142,29,0,0,28,348
2025-03-18,S01,P0033,15.0,15.0,12.571428571428571,348,0,0,28,348
2025-03-19,S01,P0033,10.0,11.0,11.857142857142858,337,0,0,28,348
2025-03-20,S01,P0033,11.0,16.0,11.857142857142858,316,0,0,28,348
2025-03-21,S01,P0033,21.0,10.0,12.571428571428571,301,0,0,28,348
2025-03-22,S01,P0033,15.0,13.0,13.285714285714286,279,0,0,28,348
2025-03-23,S01,P0033,22.0,8.0,14.571428571428571,263,0,0,28,348
2025-03-24,S01,P0033,16.0,15.0,15.714285714285714,254,0,0,28,348
2025-03-25,S01,P0033,9.0,10.0,14.857142857142858,249,0,0,28,348
2025-03-26,S01,P0033,5.0,11.0,14.142857142857142,241,0,0,28,348
2025-03-27,S01,P0033,8.0,21.0,13.714285714285714,229,0,0,28,348
2025-03-28,S01,P0033,12.0,15.0,12.428571428571429,215,0,0,28,348
2025-03-29,S01,P0033,14.0,22.0,12.285714285714286,206,0,0,28,348
2025-03-30,S01,P0033,9.0,16.0,10.428571428571429,192,0,0,28,348
2025-03-31,S01,P0033,14.0,9.0,10.142857142857142,180,0,0,28,348
2025-04-01,S01,P0033,12.0,5.0,10.571428571428571,169,0,0,28,348
2025-04-02,S01,P0033,11.0,8.0,11.428571428571429,150,0,0,28,348
2025-04-03,S01,P0033,19.0,12.0,13.0,133,0,0,28,348
2025-04-04,S01,P0033,17.0,14.0,13.714285714285714,123,0,0,28,348
2025-04-05,S01,P0033,10.0,9.0,13.142857142857142,113,0,0,28,348
2025-04-06,S01,P0033,10.0,14.0,13.285714285714286,102,0,0,28,348
2025-04-07,S01,P0033,11.0,12.0,12.857142857142858,95,0,0,28,348
2025-04-08,S01,P0033,7.0,11.0,12.142857142857142,88,0,0,28,348
2025-04-09,S01,P0033,7.0,19.0,11.571428571428571,74,0,0,28,348
2025-04-10,S01,P0033,14.0,17.0,10.857142857142858,66,0,0,28,348
2025-04-11,S01,P0033,8.0,10.0,9.571428571428571,57,0,0,28,348
2025-04-12,S01,P0033,9.0,10.0,9.428571428571429,44,0,0,28,348
2025-04-13,S01,P0033,13.0,11.0,9.857142857142858,33,0,0,28,348
2025-04-14,S01,P0033,11.0,7.0,9.857142857142858,348,0,0,28,348
2025-04-15,S01,P0033,22.0,7.0,12.0,339,0,0,28,348
2025-04-16,S01,P0033,9.0,14.0,12.285714285714286,324,0,0,28,348
2025-04-17,S01,P0033,15.0,8.0,12.428571428571429,308,0,0,28,348
2025-04-18,S01,P0033,16.0,9.0,13.571428571428571,300,0,0,28,348
2025-04-19,S01,P0033,8.0,13.0,13.428571428571429,282,0,0,28,348
2025-04-20,S01,P0033,18.0,11.0,14.142857142857142,266,0,0,28,348
2025-04-21,S01,P0033,16.0,22.0,14.857142857142858,248,0,0,28,348
2025-04-22,S01,P0033,18.0,9.0,14.285714285714286,240,0,0,28,348
2025-04-23,S01,P0033,8.0,15.0,14.142857142857142,233,0,0,28,348
